M40[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148]
0.0869864,0.072503,0.0650098,0.0506622,0.0739269,0.0990535,0.0642626,0.0466946,0.0637369,0.0563384,0.0511197,0.0385308,0.0664679,0.0775964,0.0540659,0.0500336,0.0849122,0.0712487
0.090441,0.0669334,0.0701506,0.0620268,0.0761797,0.104465,0.0716353,0.0529367,0.0726296,0.0592275,0.0555841,0.0517427,0.0677584,0.0772355,0.0586158,0.0564903,0.090459,0.0737511
0.0893879,0.0724439,0.0727886,0.0531681,0.076437,0.105547,0.0718025,0.0465706,0.0708741,0.0593596,0.0536199,0.0446201,0.0630529,0.0722491,0.0513951,0.0475685,0.0877565,0.0748566
0.0870241,0.0726804,0.0718802,0.0564988,0.075859,0.104441,0.0732686,0.0507209,0.0668747,0.0627393,0.053901,0.0424069,0.0705797,0.0756075,0.0542564,0.0500358,0.0876755,0.0729028
0.0816664,0.0700685,0.0671341,0.0572489,0.0747343,0.0946304,0.0646638,0.051428,0.0659309,0.0514512,0.0500516,0.0361097,0.0655646,0.0708919,0.0488623,0.0555774,0.0886086,0.0703177
0.0830651,0.0721814,0.0740646,0.0599129,0.082585,0.105174,0.0687578,0.0568492,0.070093,0.0585524,0.0482415,0.043506,0.0642965,0.0765583,0.058052,0.0578016,0.0902235,0.0815714
0.0777071,0.0725886,0.0634113,0.0550868,0.0719775,0.103057,0.0661427,0.0465284,0.0734028,0.0628565,0.0472588,0.0433655,0.0661733,0.0763145,0.051441,0.0463662,0.0788718,0.0790842
0.0757888,0.0718864,0.0573319,0.0453089,0.0668189,0.0918555,0.0684846,0.0418188,0.059334,0.0544498,0.0457229,0.0435008,0.0690719,0.072921,0.0537945,0.0468313,0.0803548,0.0728993
0.073299,0.0583903,0.064507,0.0605116,0.065793,0.0928982,0.0641393,0.0446024,0.0639665,0.0524795,0.0441815,0.0460134,0.0608321,0.0698989,0.0474419,0.0504457,0.0820037,0.0712811
0.0735951,0.0549436,0.0550061,0.0355974,0.057235,0.0905247,0.0583972,0.0236096,0.0527094,0.0442043,0.0392136,0.0385484,0.0533298,0.0636717,0.0398009,0.0403734,0.0735733,0.0614495
0.0807398,0.057035,0.0537997,0.0493125,0.0741313,0.086714,0.0662499,0.0499385,0.0613665,0.0525714,0.0420766,0.0443586,0.0633337,0.0741966,0.0460918,0.0449184,0.077641,0.0672106
0.0620733,0.0664316,0.0594077,0.0521959,0.0684464,0.0891145,0.0641742,0.0454857,0.0573229,0.0460435,0.0469223,0.0303741,0.0557501,0.0656128,0.0537982,0.0430785,0.0698806,0.0667264
0.0805663,0.0650906,0.0568647,0.0451322,0.0640408,0.0858259,0.0702027,0.0351287,0.05872,0.0576347,0.047081,0.046681,0.0601825,0.0588244,0.0483324,0.0559793,0.0747715,0.0735427
0.0757239,0.0643521,0.0463336,0.0450576,0.0635713,0.0814,0.0625623,0.0350873,0.0518452,0.0545401,0.036212,0.0437535,0.0585925,0.0744278,0.0430367,0.0393881,0.0854,0.0674897
0.0570399,0.0448285,0.0384274,0.0391943,0.0528377,0.0638145,0.0481859,0.0344883,0.041299,0.0316345,0.0270935,0.025638,0.042775,0.0596011,0.0284288,0.0363679,0.0601183,0.0526898
0.0775657,0.060215,0.0627853,0.0566354,0.063569,0.103154,0.0728915,0.0450247,0.0628105,0.063014,0.0481188,0.0528856,0.0669472,0.0810434,0.0588996,0.0583313,0.0846267,0.0731604
0.0892713,0.0582677,0.0583189,0.0552455,0.0598473,0.0930218,0.0662681,0.0410192,0.0669064,0.055873,0.0500776,0.0443174,0.0712367,0.0764127,0.0540084,0.0478389,0.0840158,0.0752684
0.076835,0.0592559,0.05936,0.0459549,0.0609332,0.0921002,0.0598322,0.0455356,0.0592059,0.0447087,0.0522392,0.0251865,0.0529865,0.0617097,0.0495164,0.0537282,0.0806173,0.0652147
0.0667898,0.0501716,0.0421423,0.0407498,0.0498315,0.0830173,0.0440913,0.040116,0.0480702,0.04016,0.0350137,0.0229468,0.050455,0.0572765,0.0479462,0.0362343,0.0673999,0.0650243
0.0851045,0.0574484,0.0551082,0.0486135,0.0582117,0.0967539,0.0603819,0.0459792,0.0579086,0.058159,0.0411477,0.047363,0.0589299,0.0681767,0.0540957,0.0477066,0.0868671,0.0769738
0.0838742,0.0687048,0.0602418,0.0490151,0.0659138,0.10128,0.0735233,0.0453949,0.0605272,0.0459331,0.0505454,0.0532126,0.0607605,0.0698799,0.0491781,0.0541443,0.0817269,0.0797093
0.080579,0.0509706,0.0453019,0.0396445,0.0482917,0.0775648,0.0642184,0.0375974,0.0515161,0.0436198,0.0398318,0.0224249,0.0429258,0.0587316,0.0478659,0.0412896,0.0809306,0.0609703
0.0728355,0.0379535,0.0399236,0.0311342,0.0611013,0.0778548,0.0454583,0.0269246,0.0499751,0.0383435,0.0295183,0.024953,0.04533,0.0613111,0.0410967,0.03608,0.0758242,0.0555412
0.0748564,0.0549742,0.0527953,0.0413208,0.0603845,0.0808055,0.0563765,0.041766,0.0586112,0.0474908,0.0471,0.0412383,0.0548866,0.0641089,0.0401522,0.0493866,0.0730364,0.0644413
0.0682521,0.0484355,0.056754,0.034576,0.0574249,0.0860916,0.0575809,0.0433773,0.058649,0.0359401,0.044973,0.0411629,0.0602216,0.065657,0.0406332,0.0399957,0.0761643,0.072106
0.0838029,0.0531577,0.0488561,0.0437702,0.0569453,0.0917975,0.0562996,0.0419209,0.0577124,0.0449634,0.0415126,0.0365523,0.0602316,0.0728732,0.0433329,0.0417352,0.0875629,0.0602894
0.0764051,0.0624236,0.0494564,0.0448194,0.0568709,0.091105,0.0641579,0.0454946,0.0645913,0.0486699,0.0419343,0.0395554,0.069975,0.0789331,0.0509763,0.0555435,0.0756592,0.0688319
0.0847801,0.0575408,0.0605918,0.0446792,0.0650903,0.0968566,0.0602872,0.0466862,0.0598199,0.0515528,0.044481,0.0363113,0.0531753,0.0706433,0.0460822,0.0546163,0.0887186,0.0649952
0.0801705,0.0617722,0.0540705,0.042077,0.0571174,0.092362,0.0660763,0.0412112,0.0652995,0.0478645,0.053321,0.0386026,0.0582869,0.0737176,0.055616,0.0584735,0.0833046,0.0771214
0.0739171,0.0557313,0.0443696,0.0309995,0.0641733,0.0860303,0.0600017,0.0339559,0.0555045,0.0446386,0.0361633,0.0314026,0.0548732,0.0623928,0.045043,0.0419605,0.0813641,0.0717598
0.0662301,0.051827,0.0410494,0.0327082,0.0505707,0.0824452,0.0461391,0.0332358,0.0466883,0.0353451,0.0335353,0.0257905,0.0444606,0.0535003,0.0403059,0.0417081,0.0701965,0.0555191
0.0667728,0.0449823,0.0427931,0.0269187,0.0492394,0.0775667,0.0563709,0.0283005,0.0495428,0.0455428,0.0258627,0.0219793,0.044725,0.0583725,0.0357233,0.0404292,0.0732055,0.0623227
0.0750878,0.0583238,0.0523934,0.0372712,0.0570726,0.0911122,0.0625998,0.0380135,0.0616911,0.0451584,0.0444925,0.0326756,0.0630876,0.0634143,0.0484869,0.0494969,0.0748417,0.0657277
0.0759195,0.0516583,0.0456955,0.0371192,0.0522106,0.0811395,0.0523525,0.03248,0.0544408,0.0457534,0.0375073,0.0285821,0.0454942,0.0612943,0.0398912,0.0420432,0.0742694,0.064516
0.0774151,0.0555329,0.0484503,0.0413046,0.0582781,0.0903976,0.0529728,0.0412388,0.0586185,0.050829,0.0413753,0.0290249,0.0552714,0.0662869,0.0446938,0.0493329,0.0823906,0.0701522
0.0818621,0.0569147,0.0559379,0.0497347,0.064868,0.0920335,0.0598786,0.039582,0.0605616,0.0502052,0.0444387,0.040661,0.0577625,0.0702706,0.0500198,0.0507939,0.0797583,0.0762805
0.0760739,0.0565665,0.0596869,0.0474819,0.0551058,0.0889259,0.0553608,0.0387156,0.0588142,0.0468093,0.0360328,0.0314021,0.0521791,0.063011,0.0437211,0.0399278,0.0763113,0.066011
0.0817348,0.0612201,0.0546433,0.0501521,0.0652115,0.0928111,0.0632925,0.0459602,0.0625605,0.0548156,0.0460799,0.0374653,0.0518873,0.0733562,0.047087,0.0416743,0.0814652,0.0735561
0.0753183,0.056881,0.0478217,0.0442615,0.0674658,0.091045,0.0621886,0.0410826,0.0566998,0.0564988,0.0466718,0.042355,0.0547191,0.0629235,0.0488437,0.0470153,0.0814525,0.0715931
0.0750865,0.0587514,0.0537021,0.0405602,0.0561819,0.084766,0.0602155,0.036877,0.0517442,0.0452232,0.038851,0.030583,0.0553754,0.0599342,0.0443565,0.0383855,0.077123,0.0582123
0.082325,0.0662374,0.0595937,0.0483229,0.068736,0.0973988,0.0654376,0.0461466,0.0581591,0.0561892,0.046818,0.0390377,0.0620911,0.0681097,0.0468482,0.0452673,0.0856692,0.0672576
0.0842867,0.0637292,0.0583775,0.0476882,0.0684407,0.0965034,0.0685318,0.0428709,0.0609859,0.0525412,0.0481991,0.0400516,0.0592007,0.0669355,0.0445298,0.049212,0.0854769,0.0728364
0.0835042,0.0655964,0.0584383,0.0536889,0.069287,0.0935744,0.0658126,0.0447557,0.0636805,0.0513998,0.0463308,0.041119,0.0616943,0.0752413,0.0473243,0.0553002,0.0867318,0.0778155
0.0852496,0.0654142,0.0653076,0.0496474,0.0707769,0.0922565,0.0625648,0.0451354,0.0637762,0.053807,0.0493438,0.0386932,0.0654176,0.0683252,0.0494754,0.0424294,0.0824194,0.0692855
0.0901666,0.0686406,0.0693053,0.0536678,0.0723575,0.0948957,0.0736064,0.0484248,0.0684649,0.0591674,0.0495283,0.0383293,0.0606943,0.077922,0.0543302,0.0523867,0.08475,0.0752948
0.08422,0.0725314,0.0676222,0.0554768,0.0706141,0.101602,0.0698755,0.0485789,0.067524,0.0580839,0.0518893,0.0457933,0.0645024,0.0728288,0.0560937,0.0534938,0.0841063,0.0778116
0.0904641,0.0724184,0.0678354,0.057244,0.0746965,0.102239,0.0732437,0.0527199,0.0658953,0.0646406,0.0529919,0.040623,0.0675127,0.0765961,0.0579427,0.0578694,0.088898,0.0736342
0.089688,0.0748764,0.0684694,0.0589188,0.0755624,0.101376,0.0703468,0.0499962,0.0687099,0.0644547,0.0529544,0.0473155,0.069012,0.0746564,0.0566577,0.0540677,0.0899251,0.0788612
0.0844243,0.067751,0.0629356,0.0528227,0.0742118,0.103719,0.0671035,0.0474042,0.0690304,0.0579135,0.053156,0.037841,0.0632394,0.0767228,0.048525,0.051102,0.0877332,0.0733144
0.0857893,0.0695489,0.0665303,0.0589584,0.0720064,0.100217,0.0657425,0.055131,0.0709533,0.0579202,0.048731,0.0506701,0.0663189,0.076146,0.0476828,0.0538253,0.0858549,0.0745031
0.0738323,0.0572006,0.060543,0.0442232,0.0597755,0.0952696,0.0640804,0.0373859,0.054052,0.049063,0.0423977,0.0322063,0.0525342,0.0695769,0.0468231,0.0408948,0.075925,0.0667461
0.0837045,0.0591258,0.0588208,0.048153,0.0671007,0.0919465,0.062012,0.0446961,0.0580483,0.0582981,0.0434024,0.0350647,0.0617049,0.0764148,0.0437722,0.0476186,0.079355,0.0695026
0.0786739,0.0604764,0.0600504,0.0491605,0.0625952,0.0973821,0.0624366,0.0423356,0.0650006,0.056561,0.0441067,0.0408044,0.0645925,0.067085,0.0543046,0.0523815,0.0832743,0.0754909
0.068638,0.0558209,0.0554919,0.0412725,0.0544431,0.0858659,0.05437,0.0377627,0.0520458,0.0432346,0.0398098,0.0300313,0.0496832,0.0670482,0.0425118,0.0369075,0.0750831,0.0725274
0.0758376,0.061291,0.0524287,0.0436531,0.0592016,0.0920003,0.0611394,0.0406732,0.0572413,0.0521414,0.0453436,0.0306875,0.0583594,0.0696013,0.0401755,0.0473188,0.0840811,0.0652345
0.0633961,0.054178,0.0470603,0.0355184,0.0507352,0.0874896,0.0599204,0.0372374,0.057359,0.0538397,0.0433478,0.0334732,0.0577261,0.0628405,0.045907,0.0457195,0.0705467,0.0645419
0.0684437,0.0543438,0.0477288,0.0374468,0.0641333,0.0862296,0.058785,0.0399664,0.0643607,0.0571757,0.044905,0.0312801,0.0589071,0.0685944,0.0420598,0.0473799,0.0852486,0.0668014
0.067327,0.0452991,0.0382069,0.0346197,0.0475422,0.0804601,0.048259,0.0354267,0.0504191,0.0421032,0.0369913,0.0268315,0.0487822,0.0626125,0.0359913,0.0438292,0.0744727,0.0629547
0.0661665,0.0600939,0.0472671,0.0422321,0.0562358,0.0823951,0.0622661,0.0391951,0.0425231,0.0489371,0.0417238,0.0293692,0.0449473,0.0669028,0.0453407,0.0357447,0.0747033,0.0708613
0.0654478,0.0542881,0.0453643,0.0284812,0.0618385,0.0722546,0.0450056,0.0342473,0.0557328,0.0472645,0.0337595,0.0294131,0.0533576,0.0573788,0.0476215,0.0441887,0.0753348,0.0675454
0.0696205,0.0534672,0.050818,0.0466947,0.0678843,0.0858773,0.0622964,0.0355394,0.0517533,0.0642927,0.0406112,0.0413218,0.0589806,0.0694535,0.0560502,0.0479186,0.0870482,0.0708239
0.0705343,0.0502864,0.052127,0.0409167,0.0529051,0.0806975,0.0472275,0.0422055,0.0539964,0.0483314,0.0494229,0.0321138,0.0500864,0.0730715,0.0463244,0.0394632,0.080048,0.0694587
0.0630651,0.041437,0.0329849,0.030993,0.0419845,0.0867391,0.034147,0.022825,0.0358685,0.0310145,0.0321522,0.0202524,0.0416754,0.0580145,0.0341155,0.0211858,0.0539776,0.0543804
0.0744771,0.0595522,0.0546734,0.0383396,0.0532508,0.0904909,0.0473552,0.0273126,0.0600314,0.044304,0.0353443,0.0259004,0.0549658,0.0723123,0.0381052,0.0350037,0.0740432,0.0595708
0.0648992,0.044599,0.0518606,0.0401293,0.0657024,0.0898217,0.0603674,0.0446025,0.0513675,0.0568188,0.0474492,0.0395507,0.0534664,0.0608365,0.0462035,0.0482676,0.0781826,0.0676121
0.0575891,0.04227,0.0372966,0.032614,0.0500806,0.0636996,0.051462,0.0228175,0.0568668,0.0346075,0.0310403,0.0220939,0.0446383,0.0544364,0.0389506,0.0397737,0.0680059,0.0469267
0.0568107,0.0388558,0.0496043,0.0384874,0.0546371,0.0710692,0.033816,0.0312166,0.0392343,0.0287523,0.0268165,0.0310686,0.0485133,0.066189,0.0354419,0.0289718,0.0635586,0.0517667
0.0687106,0.057778,0.0461881,0.0365512,0.0611918,0.0782412,0.0557502,0.0500257,0.0487358,0.0496507,0.0376096,0.0355651,0.055947,0.0610471,0.0401503,0.0525721,0.0854495,0.0834842
0.066565,0.0432132,0.0396405,0.0307238,0.0479428,0.0710384,0.061851,0.032564,0.0520521,0.0530212,0.032083,0.0258786,0.0420427,0.050679,0.042423,0.0502661,0.0740815,0.0671485
0.0693904,0.0438677,0.0380852,0.0356705,0.048019,0.0819762,0.0632583,0.044551,0.0513121,0.0433908,0.0395104,0.0378526,0.0475767,0.0683756,0.0468632,0.04155,0.0666502,0.0533773
0.058699,0.0386668,0.0345067,0.0272044,0.0386646,0.0657663,0.0493633,0.0357922,0.0440508,0.0276422,0.0273196,0.0276627,0.0446918,0.0547317,0.0289161,0.0382272,0.055038,0.0618046
0.0637336,0.0326467,0.0415307,0.0397432,0.0530915,0.0721376,0.0530535,0.0405432,0.0509684,0.0341641,0.0452925,0.0332769,0.0455098,0.0597215,0.0346503,0.056837,0.0720765,0.0593196
0.0681882,0.0446975,0.0443857,0.0342322,0.0466839,0.0807699,0.0412048,0.0353031,0.0471827,0.0381386,0.0401644,0.0337595,0.0522367,0.0579659,0.0456143,0.0489144,0.0632854,0.0533348
0.065688,0.0368221,0.0482502,0.0375342,0.0671344,0.083359,0.0538148,0.0381045,0.0538458,0.0475635,0.0485651,0.0274879,0.0473796,0.0726458,0.0397145,0.047049,0.0730617,0.0621148
0.0644616,0.0407619,0.0376402,0.0244702,0.039144,0.073436,0.0495823,0.030265,0.0458237,0.0426441,0.0314489,0.028133,0.0601599,0.0660656,0.0399578,0.0452402,0.0755191,0.0536336
0.0744382,0.033957,0.0474285,0.0431147,0.0654535,0.0774183,0.0462016,0.0412033,0.0516208,0.0385154,0.0379709,0.0395252,0.0452917,0.0572241,0.0409273,0.0480409,0.0834965,0.0674258
0.0778272,0.0421825,0.0406895,0.0355548,0.0609377,0.0766355,0.0711043,0.0382442,0.0477169,0.0615536,0.0440786,0.0420688,0.0526388,0.0693965,0.0461899,0.0601632,0.0778272,0.0753331
0.0727953,0.0574543,0.0375494,0.0342995,0.0511302,0.0808288,0.0520923,0.02249,0.0479545,0.0360653,0.0404013,0.0309274,0.0393427,0.0547098,0.0327773,0.0463305,0.073027,0.055949
0.0641075,0.0512859,0.0461811,0.0215882,0.0354755,0.0797817,0.0512154,0.0477628,0.0514312,0.0375118,0.0380291,0.0347708,0.0529092,0.0607896,0.0373752,0.0315219,0.0758416,0.0613187
0.0507432,0.0342145,0.0365923,0.0174714,0.0350266,0.0664656,0.034727,0.014952,0.0365697,0.0185484,0.0094205,0.0122808,0.0336166,0.0471641,0.0190635,0.0253788,0.0585505,0.0396369
0.074535,0.0475788,0.0536193,0.0439428,0.0472844,0.0884119,0.0622311,0.0377173,0.055105,0.0466654,0.0465571,0.0292622,0.052115,0.0620607,0.0419246,0.0468742,0.0819065,0.0682006
0.0589538,0.0388143,0.0293616,0.0261014,0.0413653,0.0731712,0.0371685,0.0231267,0.0387773,0.0381231,0.0263921,0.02798,0.0373142,0.0555917,0.0302405,0.0455284,0.0709151,0.0626202
0.0591672,0.0424882,0.0404295,0.0299424,0.0476375,0.0767178,0.0511843,0.0322044,0.041565,0.0381305,0.0286355,0.025908,0.0449916,0.0531336,0.0390748,0.0404196,0.0782002,0.0632275
0.0629793,0.0391952,0.0420418,0.0291559,0.046118,0.076466,0.0453143,0.0256136,0.0464636,0.0285141,0.0329517,0.0171541,0.0459354,0.0546627,0.040874,0.0362313,0.0666767,0.0614675
0.0647633,0.0449378,0.0454304,0.036973,0.0538904,0.0792798,0.054946,0.0233551,0.0550061,0.0417499,0.0430776,0.0208256,0.0525164,0.0680248,0.0388827,0.0442448,0.0718868,0.0634787
0.0587609,0.0455175,0.0378038,0.0256802,0.0422595,0.0829353,0.0459867,0.0285543,0.0503919,0.0362318,0.0369332,0.0298469,0.0447859,0.0563723,0.0402816,0.0374709,0.0627779,0.0532295
0.062089,0.0394659,0.0367605,0.025913,0.0469226,0.0701753,0.0457803,0.0290379,0.0416215,0.0387895,0.0309869,0.0198816,0.0409399,0.0615699,0.0396725,0.0355486,0.0628317,0.058652
0.0665257,0.0360129,0.035994,0.0230603,0.0398292,0.084237,0.0437226,0.0228176,0.0393231,0.0350808,0.0266991,0.0269648,0.0506364,0.0588787,0.0407581,0.0374104,0.0658154,0.0522662
0.0694475,0.04354,0.0369521,0.0263652,0.0482872,0.0811988,0.0520542,0.0306763,0.050172,0.0485114,0.032287,0.02552,0.0544273,0.0579559,0.0429189,0.0406744,0.0789076,0.0673162
0.06676,0.0419187,0.0404594,0.037764,0.0515516,0.0793321,0.0451636,0.0283958,0.0436773,0.0391096,0.0396457,0.0237292,0.048825,0.0558479,0.0475174,0.0403248,0.0775779,0.0519601
0.0729475,0.05136,0.0468153,0.0330836,0.0522883,0.0828902,0.0566066,0.0384413,0.0477576,0.0502252,0.043717,0.034361,0.0495036,0.0678123,0.0441617,0.0425831,0.0744096,0.0717571
0.0557115,0.0376375,0.0365241,0.0218706,0.0421404,0.0751365,0.0433861,0.0247982,0.0384225,0.0364189,0.0249135,0.0194155,0.0382892,0.0476015,0.0325408,0.0330867,0.0673066,0.0585044
0.0606572,0.0423533,0.036421,0.0295006,0.0468581,0.0720213,0.0496665,0.0245922,0.0437522,0.0412135,0.031465,0.0191485,0.0429141,0.0544226,0.0330594,0.0359746,0.0695002,0.0563681
0.0602212,0.0407117,0.0415932,0.024902,0.0526724,0.0762844,0.054725,0.0330557,0.0502029,0.0430277,0.0279441,0.025603,0.0444844,0.0582228,0.0386303,0.0421633,0.0763002,0.0619872
0.0616348,0.0487731,0.0407938,0.0314164,0.0495325,0.0799484,0.0501734,0.0280784,0.0455859,0.0466684,0.0337952,0.0287047,0.0512734,0.0660575,0.0383535,0.047376,0.0672897,0.062336
0.0600286,0.0320627,0.0374602,0.0219387,0.0467558,0.0719932,0.0511482,0.0274828,0.044368,0.0337989,0.0239659,0.0234684,0.0449212,0.0494437,0.0344713,0.0331398,0.0634774,0.0477197
0.0498126,0.0373017,0.0300797,0.0267747,0.0381495,0.0669922,0.0454131,0.024235,0.0421843,0.0322254,0.0279345,0.0218676,0.0443544,0.0539723,0.0338827,0.0237786,0.0634494,0.0537138
0.0641024,0.0484965,0.0457644,0.0354335,0.0519391,0.0735468,0.0509283,0.0331444,0.044026,0.0382475,0.0311849,0.0270713,0.0529372,0.0621425,0.0388532,0.0440573,0.076065,0.0603831
0.0579703,0.0444449,0.0390668,0.0292105,0.0503147,0.0737769,0.0451609,0.0293157,0.0451118,0.0442716,0.0351891,0.0289333,0.0489904,0.0601683,0.036372,0.0440722,0.0695146,0.0583148
0.0570226,0.0370102,0.0351556,0.0210383,0.0393911,0.0768632,0.042041,0.0243826,0.0425099,0.033089,0.0323251,0.0181343,0.0404131,0.056692,0.031131,0.0375802,0.0731803,0.0628225
0.0588601,0.0343796,0.0325625,0.0203778,0.0411094,0.0675559,0.0371974,0.0245425,0.0426091,0.0299488,0.0256605,0.0231784,0.0445848,0.0511869,0.0318317,0.0291449,0.0645725,0.0602752
0.0566348,0.033613,0.0286274,0.0260583,0.0393471,0.0719204,0.0426041,0.0249704,0.0359726,0.0363805,0.0282989,0.0160495,0.0408339,0.0510334,0.0292712,0.0262278,0.0621715,0.0507877
0.05848,0.0405961,0.0335826,0.0258596,0.0377515,0.0812467,0.0487321,0.0209361,0.0402183,0.0406998,0.0284578,0.0247045,0.0440877,0.0539711,0.0308928,0.0376356,0.0677767,0.0513926
0.0665931,0.0407881,0.0415185,0.0287255,0.0497123,0.0786115,0.0455449,0.0302517,0.0491797,0.0442673,0.0389786,0.0293719,0.0454867,0.0593494,0.0340522,0.0389717,0.0692903,0.0609469
0.055287,0.0431295,0.0374007,0.0278891,0.0417211,0.079639,0.0485454,0.0312974,0.0436143,0.0363465,0.0273108,0.0211411,0.048438,0.0576296,0.0337933,0.0418431,0.0735678,0.0614786
0.055983,0.0382902,0.0277769,0.0214568,0.0385669,0.0707158,0.0463331,0.0252966,0.0324556,0.0384456,0.0289946,0.0194404,0.0436383,0.0610076,0.0320546,0.0368212,0.0702493,0.0600395
0.0544257,0.0295154,0.0285761,0.0216377,0.043647,0.0706721,0.0453233,0.0236381,0.0306179,0.0282811,0.0272584,0.0204025,0.0461808,0.0546054,0.0306582,0.0300799,0.0733683,0.0517603
0.0632664,0.053224,0.0471989,0.0347762,0.0391052,0.0725551,0.0444892,0.0407368,0.0560593,0.0453704,0.0308294,0.0290026,0.050641,0.0602801,0.0361711,0.042368,0.0719607,0.0603738
0.054652,0.0325961,0.0253199,0.024224,0.0324011,0.066382,0.0437226,0.015943,0.0440609,0.0351923,0.0220064,0.0231141,0.0416052,0.0486529,0.0266803,0.0352913,0.0609691,0.0502125
0.0528317,0.0361655,0.0256136,0.0210493,0.0391848,0.0738053,0.0364455,0.0196968,0.0361784,0.0281676,0.0333343,0.0146638,0.0339541,0.0486682,0.0236568,0.0296309,0.067404,0.0541488
0.0524367,0.03598,0.0300763,0.0202062,0.0362718,0.0659976,0.0370138,0.0217841,0.0397906,0.0313501,0.0195713,0.0207942,0.0342547,0.0508233,0.0246887,0.03252,0.0601406,0.0512604
0.0472582,0.0355646,0.0328866,0.0203035,0.0436521,0.0688843,0.040943,0.0215141,0.0344282,0.0368867,0.0245343,0.0205289,0.0344881,0.0386775,0.0305406,0.0316357,0.0611708,0.0563553
0.0566894,0.0332119,0.0313186,0.0194104,0.0520265,0.0802887,0.0448483,0.0268421,0.0445888,0.0401136,0.0414387,0.0200939,0.0511446,0.0634105,0.0353999,0.0435429,0.0685175,0.058536
0.0584145,0.0421765,0.043397,0.027982,0.0486001,0.0764178,0.0559728,0.0296342,0.0510408,0.03381,0.0349481,0.0277015,0.0518149,0.0590609,0.0358242,0.037995,0.071459,0.0598161
0.0581978,0.0528721,0.0526919,0.0425154,0.0631067,0.0837707,0.0563993,0.038811,0.049889,0.0444864,0.0352604,0.0342678,0.0643975,0.0680506,0.0441787,0.0464616,0.0776822,0.0616403
0.062973,0.0555525,0.0488057,0.0502018,0.0584706,0.0942106,0.0594366,0.0443394,0.0556858,0.0539636,0.048182,0.0319569,0.0588167,0.067647,0.045061,0.0433842,0.0794985,0.0718746
0.0564514,0.0555358,0.0510316,0.038005,0.0606358,0.0872713,0.060055,0.045051,0.0575832,0.0482937,0.0383086,0.0351446,0.0578886,0.0662709,0.0424183,0.0505759,0.0789141,0.0602883
0.0543967,0.0585915,0.060242,0.0427216,0.0640255,0.0964428,0.0669725,0.0369914,0.0686827,0.0571113,0.0517653,0.0422411,0.0639625,0.0697098,0.0571609,0.0562021,0.0923533,0.0787657
0.0593544,0.0544454,0.0572517,0.0482866,0.0667718,0.0944437,0.0645338,0.0468217,0.0622953,0.0580191,0.0514049,0.0420347,0.0641084,0.0752797,0.0502501,0.0541442,0.0862711,0.0700643
0.0599981,0.0604658,0.0549561,0.0480133,0.0701532,0.104454,0.069482,0.0442112,0.0658515,0.064258,0.0550317,0.0447455,0.0617987,0.0740824,0.0547431,0.0520883,0.0867805,0.0779846
0.0565523,0.0570908,0.056941,0.0498226,0.0593994,0.0971141,0.0673376,0.0513689,0.0662411,0.0576368,0.049564,0.042119,0.0591536,0.0776254,0.0502999,0.0530839,0.0862989,0.072862
0.0543171,0.0534357,0.0571945,0.0516121,0.065454,0.0981717,0.0724136,0.0480378,0.0642026,0.0595074,0.0500776,0.0444361,0.0592323,0.0728642,0.0527471,0.0552987,0.0866472,0.0714542
0.0547416,0.0605514,0.0616761,0.0524898,0.0700002,0.099414,0.0721044,0.0540863,0.0668904,0.065405,0.0534928,0.0482294,0.0676486,0.0740638,0.0609483,0.0622592,0.094347,0.0783131
0.0591158,0.060232,0.0652728,0.0476215,0.0615322,0.0995243,0.0658529,0.0491715,0.0680891,0.0608751,0.053798,0.0400796,0.0630031,0.0731703,0.0530356,0.0478498,0.0833068,0.0681383
0.0596638,0.0695089,0.0720641,0.0532858,0.0708476,0.104279,0.070967,0.0577799,0.0673573,0.0700272,0.0577987,0.0433466,0.0638735,0.0773569,0.0564519,0.0575163,0.0877223,0.0707862
0.0614624,0.0672617,0.0638529,0.0601725,0.0798758,0.103914,0.0719918,0.0540071,0.070355,0.0596102,0.0578572,0.0432311,0.0697024,0.0774476,0.0602146,0.0627055,0.080115,0.0844409
0.0591017,0.0549445,0.0629174,0.0512383,0.0773377,0.102987,0.0712207,0.0499708,0.0698052,0.0605022,0.0572024,0.0471359,0.0756584,0.0685078,0.0504109,0.0668529,0.0875256,0.0750321
0.0655827,0.0689473,0.0639755,0.0545042,0.0755286,0.0997888,0.0767378,0.0581278,0.070368,0.0675221,0.0571642,0.0460535,0.0736659,0.0809717,0.0625723,0.0522726,0.0947295,0.0785115
0.05709,0.0655307,0.0590505,0.0535912,0.070314,0.103484,0.076377,0.0527245,0.0600192,0.0596296,0.0469191,0.0456208,0.0643784,0.08431,0.0484907,0.0600138,0.0873006,0.0820419
0.0673212,0.0606326,0.0599073,0.0576757,0.073388,0.0951748,0.0693824,0.0470508,0.0687521,0.0693927,0.0479515,0.0488531,0.061822,0.0736269,0.0555472,0.0644954,0.0857987,0.0778669
