M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],"M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']",M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181']
0.112036,0.121815,0.122195,0.103733,0.119583,0.109922,0.109504,0.113729,0.119794,0.115384,0.110976,0.14764,0.113754,0.132856,0.0852955,0.110174,0.115148,0.16368,0.136419,0.112374,0.135005,0.116008,0.119894,0.131976,0.141746,0.133723,0.139418,0.134507,0.128269,0.122748,0.123185,0.124512,0.139968,0.130245,0.132318,0.134386,0.10342,0.100744,0.0564335,0.0906278,0.0701736,0.0820647,0.101957,0.083696,0.0884601,0.126638,0.0968992,0.0905103,0.101588,0.0728016,0.0695888,0.0838202,0.139168,0.071185,0.0857795,0.108368,0.0878299,0.0892983,0.105415,0.144882,0.115393,0.125957,0.100641,0.147696,0.107202,0.107642,0.094954,0.0986585,0.0868169,0.0816729,0.107808,0.106166,0.0615597,0.110033,0.0745078,0.0708765,0.0778707,0.0873388,0.0848306,0.108057,0.132549,0.0654742,0.0880765,0.124105,0.0972643,0.0925102,0.0985484,0.0714174,0.112633,0.101456,0.0986252,0.116276,0.10427,0.152751,0.122707,0.126848,0.145406,0.119922,0.109233,0.109917,0.103544,0.120111,0.132708,0.116653,0.106295,0.120569,0.101712,0.131333,0.102808,0.106561,0.173105,0.126963,0.153131,0.111952,0.107133,0.177956,0.0899385,0.137093,0.124399,0.129098,0.122042,0.129812,0.0905511,0.109247,0.118206,0.127892,0.120945,0.127383,0.121353,0.116378,0.110889,0.114224,0.106962,0.114055,0.117295,0.138386,0.11896,0.149071,0.113557,0.1193,0.114594,0.131661,0.146409,0.114203
0.10619,0.130226,0.118962,0.104038,0.124405,0.110984,0.111083,0.113507,0.122565,0.117477,0.117164,0.151537,0.117311,0.13193,0.0853203,0.110215,0.11556,0.160551,0.138643,0.119468,0.128604,0.120997,0.121907,0.140302,0.139732,0.134276,0.140957,0.139157,0.129681,0.123027,0.126134,0.122404,0.144721,0.129158,0.134266,0.135023,0.11185,0.103952,0.0664376,0.0971613,0.0700309,0.0806276,0.10581,0.0921165,0.0883428,0.124406,0.101991,0.0948478,0.105715,0.0744345,0.0712545,0.0903714,0.14825,0.0741278,0.0912282,0.112454,0.0878751,0.0971861,0.107013,0.151283,0.116007,0.131493,0.102895,0.155954,0.118313,0.109445,0.0927502,0.107526,0.094171,0.0870305,0.112445,0.107168,0.0694199,0.11453,0.071979,0.0682431,0.0796495,0.0863889,0.0822059,0.114224,0.133928,0.0661669,0.080389,0.128834,0.099121,0.0928071,0.104492,0.078562,0.11261,0.110734,0.110603,0.119986,0.106789,0.161729,0.124371,0.134014,0.149506,0.114246,0.116464,0.114464,0.104391,0.128084,0.135411,0.122026,0.113403,0.125407,0.106042,0.134959,0.113339,0.116501,0.179824,0.130599,0.161789,0.122346,0.113584,0.184575,0.103462,0.14606,0.132452,0.140836,0.134622,0.132415,0.101964,0.117885,0.125379,0.134082,0.122108,0.13069,0.12591,0.117427,0.114373,0.116268,0.111328,0.116799,0.117719,0.148097,0.114718,0.146162,0.107884,0.122472,0.113243,0.1274,0.148143,0.112955
0.113039,0.130096,0.122511,0.108077,0.124581,0.116636,0.115501,0.114907,0.13055,0.115376,0.116016,0.153342,0.114967,0.134519,0.0873124,0.107269,0.123195,0.163649,0.1386,0.120321,0.134483,0.118661,0.120565,0.139471,0.138276,0.137126,0.134906,0.141043,0.125669,0.121839,0.12549,0.123446,0.140732,0.127097,0.129985,0.129924,0.105148,0.104297,0.0663998,0.0889733,0.069638,0.0796626,0.10204,0.0869054,0.0886109,0.129137,0.0930682,0.0894108,0.104603,0.0769028,0.06704,0.0861917,0.147749,0.0707112,0.0864999,0.109696,0.0891485,0.0923376,0.104522,0.153507,0.113895,0.130158,0.103392,0.153091,0.120154,0.107817,0.091326,0.0998875,0.0892336,0.085132,0.102261,0.108519,0.0638209,0.10806,0.0708499,0.0680413,0.0782052,0.0843951,0.0807817,0.109392,0.141504,0.0645955,0.0797271,0.129588,0.0947101,0.0888779,0.102045,0.0729138,0.113606,0.0965601,0.106957,0.120953,0.102085,0.166473,0.12481,0.134072,0.141486,0.120722,0.113517,0.108695,0.102797,0.11866,0.138189,0.118585,0.109217,0.118469,0.101446,0.124542,0.105081,0.108769,0.174003,0.128886,0.154076,0.111959,0.106783,0.175898,0.0873681,0.141849,0.128687,0.13455,0.129038,0.125848,0.0912997,0.115818,0.119077,0.123089,0.12217,0.130066,0.120733,0.119166,0.112488,0.106516,0.104908,0.118186,0.114865,0.147388,0.111727,0.14162,0.107748,0.117714,0.113615,0.120867,0.138199,0.111018
0.117605,0.12846,0.123849,0.10574,0.133574,0.117874,0.111738,0.113365,0.131646,0.121418,0.123796,0.150731,0.112059,0.131884,0.0872889,0.113428,0.118815,0.166832,0.135391,0.12089,0.136688,0.121787,0.119909,0.147719,0.143156,0.141559,0.135891,0.145697,0.128723,0.122536,0.124878,0.118557,0.142012,0.133053,0.134539,0.131032,0.105352,0.102495,0.0585388,0.092467,0.0702987,0.0832041,0.100331,0.0833446,0.0891924,0.126092,0.0950571,0.0884378,0.104167,0.0729384,0.065725,0.0853036,0.153802,0.0722031,0.0925095,0.110131,0.0951545,0.0975985,0.108336,0.16458,0.120043,0.134975,0.109502,0.152355,0.123178,0.10739,0.0970331,0.109375,0.0961704,0.0838727,0.109551,0.112812,0.0697678,0.115186,0.0738706,0.067735,0.0789436,0.0889616,0.0872388,0.11683,0.146958,0.0681453,0.085202,0.128968,0.0977553,0.0926361,0.113585,0.0724504,0.11359,0.10881,0.103385,0.120048,0.106205,0.174216,0.123556,0.132357,0.148967,0.117218,0.109158,0.113177,0.106263,0.121981,0.140491,0.120982,0.11171,0.122422,0.103009,0.131138,0.112539,0.116028,0.183831,0.136067,0.169626,0.123797,0.112316,0.191211,0.0970769,0.153803,0.13257,0.146048,0.132937,0.131709,0.0982868,0.121601,0.127649,0.135249,0.124829,0.129949,0.124802,0.114588,0.110314,0.109076,0.108524,0.117833,0.111896,0.152999,0.111145,0.139478,0.10952,0.119003,0.111927,0.127606,0.14418,0.11018
0.110067,0.129072,0.118758,0.106939,0.137644,0.113782,0.113611,0.113591,0.131252,0.120717,0.120196,0.150417,0.112644,0.132508,0.0874837,0.108098,0.121112,0.167072,0.143053,0.11949,0.141356,0.122697,0.124202,0.152038,0.139186,0.143334,0.142247,0.151584,0.132211,0.125273,0.128145,0.123619,0.148831,0.134847,0.137692,0.138361,0.107487,0.0981213,0.0574068,0.0896602,0.0628373,0.077045,0.103411,0.0863041,0.0862368,0.125697,0.0927853,0.0898401,0.100328,0.071704,0.0638177,0.0858415,0.161692,0.0696446,0.0914963,0.11397,0.0907892,0.0929252,0.113967,0.168749,0.120728,0.137575,0.10966,0.154605,0.123666,0.108585,0.100459,0.108928,0.0948324,0.0851981,0.114101,0.112252,0.0663299,0.112936,0.0692186,0.0678808,0.0760889,0.0865983,0.0835748,0.108588,0.151177,0.0653582,0.079165,0.131114,0.0936234,0.091274,0.101793,0.0743562,0.111142,0.106412,0.109655,0.123561,0.108333,0.183195,0.122205,0.136136,0.150468,0.117554,0.114389,0.114878,0.10601,0.123336,0.144302,0.126666,0.115173,0.122425,0.10658,0.131733,0.113645,0.11875,0.183495,0.138568,0.173488,0.119158,0.113812,0.192232,0.0988398,0.158359,0.131807,0.145592,0.137313,0.127926,0.0978317,0.126104,0.1272,0.134526,0.123361,0.124649,0.118904,0.11274,0.111084,0.11106,0.104969,0.116668,0.11667,0.158252,0.115774,0.139808,0.107665,0.115332,0.113324,0.124663,0.141894,0.109567
0.110063,0.135156,0.122817,0.109382,0.135685,0.115162,0.110829,0.116528,0.133294,0.118776,0.12449,0.149392,0.109691,0.132009,0.088553,0.108127,0.122402,0.168655,0.140524,0.119902,0.134407,0.118847,0.117888,0.152558,0.140444,0.138424,0.134818,0.151049,0.129856,0.125179,0.122145,0.117702,0.141349,0.13244,0.130661,0.130604,0.11347,0.101721,0.065549,0.0977764,0.0718808,0.0839146,0.104183,0.0909961,0.0886423,0.130632,0.0976714,0.0920026,0.106751,0.0734028,0.0725765,0.0905786,0.166759,0.0719643,0.087588,0.107578,0.0865464,0.0919057,0.112907,0.168952,0.114816,0.129493,0.107161,0.151366,0.12541,0.10298,0.0940732,0.103404,0.0849316,0.0797324,0.10879,0.109589,0.062755,0.112604,0.0680922,0.0663807,0.0741681,0.0870892,0.0827125,0.110657,0.15537,0.0643946,0.078506,0.130145,0.0963687,0.0917984,0.106829,0.072869,0.111124,0.102493,0.113414,0.124557,0.112791,0.193428,0.131532,0.141462,0.150682,0.120014,0.117284,0.124813,0.110825,0.12456,0.150826,0.124846,0.11905,0.13278,0.110606,0.137473,0.113734,0.115719,0.179174,0.140431,0.177653,0.116377,0.104056,0.187644,0.0944133,0.161887,0.130602,0.142141,0.137772,0.129675,0.0958715,0.121766,0.120915,0.132581,0.129407,0.12702,0.12356,0.113762,0.113324,0.115692,0.108513,0.12035,0.110008,0.162613,0.111607,0.146118,0.111315,0.116977,0.115305,0.125264,0.139738,0.113572
0.111001,0.13116,0.117924,0.105161,0.144176,0.112574,0.109743,0.113313,0.136187,0.120942,0.121432,0.14887,0.108705,0.126124,0.0823345,0.105572,0.114045,0.165172,0.139019,0.119067,0.133079,0.118452,0.117678,0.160187,0.141739,0.143544,0.137692,0.157117,0.133587,0.125207,0.125502,0.11878,0.145403,0.129245,0.13411,0.13754,0.1115,0.0985872,0.0615027,0.0946664,0.0692268,0.0761203,0.0975443,0.08452,0.0859263,0.124098,0.0905957,0.0887792,0.0988657,0.0685252,0.0645803,0.0812778,0.166211,0.069459,0.0892998,0.112094,0.0946542,0.0915635,0.113205,0.1818,0.117804,0.135632,0.106502,0.157107,0.134166,0.108239,0.0969896,0.110143,0.0942593,0.0828698,0.108074,0.116757,0.0662045,0.116951,0.0695363,0.0687357,0.0803959,0.0865882,0.0841467,0.114124,0.161577,0.0671731,0.083577,0.132992,0.102504,0.0931862,0.108043,0.0785415,0.120977,0.105373,0.107396,0.11826,0.104347,0.196428,0.124721,0.1385,0.148678,0.116759,0.111853,0.122057,0.106496,0.121115,0.142028,0.119898,0.110081,0.121394,0.106335,0.130315,0.113919,0.121785,0.178118,0.135135,0.18554,0.116844,0.108915,0.189909,0.099555,0.164475,0.126968,0.138448,0.131711,0.127336,0.0971206,0.121902,0.123029,0.131719,0.126166,0.128766,0.124051,0.11884,0.111418,0.115071,0.10786,0.116155,0.110043,0.162367,0.112733,0.137251,0.104892,0.113094,0.112131,0.126394,0.137231,0.110124
0.113598,0.138864,0.121969,0.110723,0.148739,0.120512,0.108542,0.112996,0.14119,0.120584,0.127845,0.150926,0.115786,0.129079,0.0857425,0.106186,0.121026,0.165029,0.145148,0.118908,0.141773,0.122534,0.122043,0.164442,0.142379,0.14764,0.140251,0.164972,0.133406,0.125699,0.133414,0.123193,0.146426,0.131566,0.138452,0.136145,0.109548,0.0964342,0.0591217,0.0910667,0.0627092,0.0765616,0.0973236,0.0786366,0.0846991,0.121239,0.0897581,0.0850724,0.0976368,0.0683644,0.063878,0.0821727,0.174418,0.0625625,0.0832614,0.106745,0.0906984,0.0922296,0.107428,0.185142,0.115005,0.133464,0.106992,0.15155,0.137924,0.106452,0.093777,0.109108,0.0881521,0.0772962,0.111533,0.110513,0.0674366,0.119038,0.0742544,0.0675171,0.0815161,0.0917184,0.0908372,0.114885,0.172661,0.0675359,0.0891588,0.138036,0.101278,0.0979126,0.108138,0.0742999,0.121334,0.111418,0.109971,0.123781,0.107167,0.205671,0.128559,0.143032,0.151188,0.116626,0.11211,0.121815,0.107439,0.1237,0.151681,0.126867,0.113985,0.125993,0.107582,0.134387,0.109354,0.118381,0.178873,0.137704,0.18916,0.117155,0.107417,0.19626,0.0979837,0.168513,0.128288,0.13893,0.130579,0.131248,0.0957515,0.118621,0.119147,0.13215,0.132587,0.130335,0.127079,0.116709,0.110912,0.113666,0.109782,0.120654,0.118791,0.172892,0.115523,0.141549,0.107921,0.117054,0.113492,0.127349,0.145489,0.106193
0.106447,0.125578,0.113841,0.100956,0.143952,0.109926,0.101833,0.106322,0.135102,0.113025,0.125913,0.142633,0.102578,0.122442,0.082817,0.100057,0.115011,0.157871,0.143966,0.119505,0.136563,0.122982,0.123267,0.164136,0.140948,0.143031,0.138732,0.16149,0.131872,0.121684,0.124372,0.124548,0.145795,0.130716,0.129424,0.131855,0.104917,0.0931611,0.0547049,0.0875755,0.0667677,0.0740499,0.103296,0.07961,0.0794302,0.120327,0.0874266,0.0870332,0.0953954,0.0661348,0.0636664,0.0795536,0.174401,0.0652225,0.0885929,0.108234,0.0893886,0.0937408,0.115438,0.189189,0.116205,0.129761,0.104792,0.147769,0.135061,0.100613,0.090788,0.103243,0.0925677,0.0806698,0.11133,0.104842,0.0654325,0.11655,0.0654164,0.0698175,0.0781512,0.0819033,0.0819542,0.111506,0.165809,0.0608557,0.079527,0.133941,0.095942,0.0907938,0.10087,0.0733798,0.112476,0.101399,0.10343,0.117075,0.101666,0.203218,0.117775,0.128459,0.144344,0.11377,0.111358,0.111113,0.0999589,0.115283,0.144961,0.118352,0.107459,0.117891,0.102984,0.125572,0.112327,0.121184,0.179395,0.136828,0.189375,0.119606,0.108539,0.196107,0.0940176,0.169435,0.131591,0.135092,0.134585,0.132845,0.0941738,0.119457,0.128597,0.131403,0.131903,0.128328,0.127065,0.119141,0.112696,0.112971,0.109589,0.116988,0.116539,0.177365,0.115625,0.144035,0.106369,0.119235,0.111495,0.132566,0.143451,0.111188
0.111343,0.130223,0.122538,0.109339,0.14876,0.110807,0.108991,0.115348,0.142545,0.12353,0.127488,0.151267,0.115172,0.12372,0.08306,0.106815,0.118113,0.165414,0.133328,0.107719,0.127677,0.110739,0.108591,0.159095,0.133174,0.138445,0.132683,0.157049,0.12163,0.11832,0.118193,0.113763,0.14186,0.12121,0.122639,0.126712,0.11143,0.0949926,0.0612636,0.0927515,0.0641667,0.0819096,0.0986712,0.0880601,0.0907107,0.129703,0.0897221,0.0866928,0.109495,0.0795543,0.0640287,0.0860156,0.184024,0.0705707,0.0801195,0.105149,0.0860909,0.0869949,0.10906,0.182213,0.109405,0.130496,0.104529,0.14795,0.127524,0.100767,0.0887759,0.103931,0.0833005,0.074866,0.101771,0.101541,0.0623622,0.110519,0.0702133,0.0657581,0.0758745,0.0820617,0.0734504,0.108258,0.16564,0.0612791,0.073127,0.127026,0.0949234,0.0865679,0.096182,0.0701366,0.112546,0.100853,0.101147,0.114315,0.0950863,0.205848,0.122741,0.129782,0.148523,0.115867,0.10789,0.112598,0.10561,0.117618,0.141688,0.118772,0.107855,0.119132,0.107147,0.129655,0.10253,0.109537,0.169883,0.125947,0.184352,0.104826,0.0975802,0.180177,0.0884848,0.161075,0.12047,0.12682,0.126421,0.11682,0.085651,0.110169,0.113035,0.124379,0.127605,0.123492,0.118843,0.113152,0.104993,0.105822,0.0991644,0.117395,0.104092,0.168303,0.113788,0.134527,0.106725,0.107801,0.10545,0.123515,0.135937,0.109263
0.108278,0.131667,0.117381,0.102081,0.137684,0.108867,0.107474,0.113123,0.133839,0.11796,0.122202,0.151008,0.108904,0.132303,0.087797,0.105457,0.113004,0.1621,0.139618,0.117136,0.135505,0.118184,0.121759,0.156544,0.133422,0.136409,0.135958,0.156888,0.132638,0.120008,0.117142,0.117213,0.141413,0.129111,0.127155,0.129847,0.106098,0.0945978,0.0584801,0.0905554,0.0667816,0.0740586,0.095718,0.08419,0.0831228,0.120224,0.0897463,0.0817898,0.0976719,0.0686743,0.0641618,0.0776763,0.173149,0.0687616,0.0854207,0.104286,0.085113,0.0894032,0.106291,0.17111,0.109255,0.123466,0.0979173,0.135775,0.125694,0.0986243,0.0856798,0.101765,0.0860383,0.0729223,0.104415,0.0970572,0.0611103,0.109254,0.063387,0.0615268,0.076128,0.0772426,0.0750924,0.106288,0.153583,0.062546,0.0776736,0.124619,0.0889284,0.0916468,0.101877,0.0742166,0.10431,0.0947938,0.10441,0.116802,0.0980425,0.193016,0.116339,0.129268,0.13535,0.11193,0.109489,0.106765,0.103599,0.116782,0.137096,0.116864,0.107804,0.127165,0.102968,0.130447,0.111215,0.115118,0.176628,0.133525,0.17944,0.1152,0.105602,0.188251,0.0969477,0.167233,0.129402,0.141173,0.125707,0.128342,0.0961803,0.108896,0.126151,0.124536,0.113277,0.120942,0.117701,0.107101,0.101216,0.101751,0.101008,0.111414,0.112238,0.158419,0.106004,0.131371,0.10377,0.1118,0.101947,0.121085,0.132927,0.102683
0.101564,0.121655,0.111813,0.0941583,0.126641,0.102719,0.0968562,0.105588,0.123763,0.104256,0.105092,0.138032,0.0964772,0.117084,0.0831845,0.0963036,0.109544,0.150803,0.124234,0.110039,0.12187,0.106533,0.109611,0.142735,0.131457,0.12337,0.126029,0.138405,0.124469,0.10895,0.116026,0.105619,0.129815,0.11526,0.121162,0.118777,0.105965,0.0932195,0.058475,0.0915792,0.0647929,0.0785315,0.0959309,0.0807111,0.0902728,0.125354,0.0938144,0.0803004,0.0981799,0.0756357,0.0696958,0.0819013,0.158354,0.068762,0.0837188,0.100717,0.0846169,0.0825322,0.107489,0.159187,0.108382,0.12496,0.102642,0.142393,0.12464,0.101751,0.0879186,0.104394,0.0854553,0.0765106,0.0995522,0.0988742,0.0550789,0.095168,0.0636153,0.0565302,0.064781,0.0763198,0.0733526,0.0986575,0.146676,0.0603242,0.074118,0.118516,0.0880511,0.0805815,0.0947676,0.0615182,0.0988263,0.0858888,0.100157,0.115251,0.0966999,0.175256,0.121692,0.13094,0.146677,0.109434,0.112634,0.11233,0.108477,0.126504,0.140681,0.120369,0.107576,0.126202,0.105837,0.12112,0.113562,0.114934,0.171894,0.127088,0.163444,0.114903,0.10608,0.189554,0.101011,0.160048,0.131752,0.138701,0.127821,0.125688,0.0965264,0.113635,0.122335,0.12938,0.117878,0.124039,0.114111,0.109634,0.10575,0.111683,0.106044,0.112731,0.10715,0.150889,0.110766,0.133202,0.106254,0.116813,0.108106,0.122491,0.139103,0.102614
0.109169,0.124462,0.123647,0.108472,0.125025,0.118392,0.108768,0.11403,0.126283,0.116697,0.113757,0.148445,0.112586,0.135112,0.0920861,0.109946,0.121797,0.16593,0.13502,0.105619,0.124785,0.110836,0.111747,0.134979,0.133268,0.131369,0.126662,0.140399,0.126499,0.120228,0.118768,0.113619,0.136433,0.128419,0.130386,0.127395,0.0981402,0.0903858,0.0544818,0.0846573,0.0667221,0.0753633,0.0929519,0.077061,0.0817021,0.117883,0.0922086,0.0837035,0.0997445,0.0629528,0.0664987,0.0754466,0.148851,0.0697777,0.081789,0.105288,0.0884171,0.0953382,0.101661,0.154058,0.112096,0.130451,0.104433,0.141169,0.114229,0.10322,0.0890884,0.0976815,0.0890218,0.0847773,0.104072,0.102422,0.0653048,0.110657,0.0716906,0.07235,0.0816717,0.0847155,0.0859177,0.110951,0.132755,0.0675301,0.0890165,0.132512,0.0929302,0.0870772,0.102103,0.0785949,0.107038,0.106928,0.0959226,0.111354,0.0966711,0.16619,0.116345,0.127494,0.134015,0.104975,0.102442,0.103024,0.097362,0.112129,0.133082,0.117484,0.102544,0.116699,0.0979657,0.122979,0.100004,0.10622,0.174139,0.123768,0.151253,0.111343,0.101982,0.179247,0.0924851,0.145332,0.126031,0.133347,0.125942,0.125215,0.0876677,0.110459,0.116749,0.125366,0.110877,0.125769,0.114254,0.114749,0.101103,0.108841,0.0990696,0.113594,0.104176,0.141649,0.110039,0.130928,0.0997621,0.106957,0.105763,0.117718,0.134044,0.0991658
0.109548,0.128527,0.123995,0.102449,0.127292,0.1126,0.114859,0.112625,0.12014,0.117505,0.113181,0.14096,0.115526,0.133665,0.0895523,0.106886,0.118352,0.165203,0.135467,0.112319,0.132762,0.107941,0.109321,0.13232,0.136703,0.131688,0.126616,0.130987,0.122987,0.115984,0.118546,0.116359,0.1356,0.122606,0.129687,0.127877,0.100089,0.10214,0.0605525,0.0903544,0.072228,0.0786411,0.098263,0.0842827,0.0926632,0.129996,0.0960278,0.0933985,0.107959,0.0694414,0.0714101,0.0856968,0.14481,0.0776953,0.0813,0.10485,0.0869777,0.0850498,0.102898,0.144896,0.111404,0.121038,0.100616,0.141494,0.111517,0.102799,0.0907007,0.0947232,0.0923193,0.0825609,0.107896,0.0996716,0.0703204,0.10533,0.0710358,0.071491,0.0794655,0.0824368,0.0826672,0.109752,0.132083,0.0660848,0.0831527,0.122752,0.0903476,0.087315,0.10283,0.077628,0.104752,0.102564,0.0979142,0.109228,0.0999682,0.156847,0.116232,0.129711,0.139142,0.107633,0.106682,0.110174,0.0944324,0.114889,0.125583,0.115351,0.105897,0.113009,0.0952758,0.127028,0.114693,0.115854,0.178553,0.128038,0.154431,0.121257,0.10557,0.186506,0.0995496,0.143593,0.137745,0.140679,0.134145,0.130333,0.0962062,0.118858,0.125997,0.129703,0.122184,0.125633,0.119821,0.11339,0.107703,0.109711,0.110942,0.12071,0.114702,0.147489,0.112432,0.144037,0.109444,0.114854,0.111424,0.129616,0.148176,0.108733
0.104262,0.125524,0.120187,0.100114,0.117537,0.110506,0.108858,0.105287,0.117138,0.113669,0.111563,0.141381,0.109723,0.135012,0.0845913,0.106805,0.115249,0.159065,0.132138,0.116695,0.132778,0.113242,0.117794,0.135928,0.137578,0.135343,0.129822,0.135355,0.129808,0.121804,0.1218,0.120249,0.142872,0.129191,0.132503,0.13026,0.100766,0.0914076,0.0623806,0.0892614,0.0681173,0.0794307,0.102113,0.0859392,0.0866891,0.120796,0.0926747,0.0881345,0.1003,0.0690055,0.0669047,0.0823472,0.137484,0.0694103,0.0898122,0.112385,0.0919072,0.101416,0.112136,0.150596,0.116209,0.128386,0.110582,0.145402,0.115185,0.109091,0.102065,0.105335,0.0922403,0.0910631,0.109259,0.110136,0.0664517,0.106251,0.0686743,0.0670354,0.0784088,0.0853932,0.0850692,0.111374,0.126452,0.065634,0.082355,0.122055,0.0925156,0.0900821,0.0961962,0.0764547,0.103836,0.0975604,0.106473,0.120346,0.10652,0.151551,0.121572,0.131453,0.14924,0.114798,0.111072,0.115376,0.104386,0.12161,0.135569,0.12338,0.111275,0.127461,0.100555,0.128333,0.107827,0.116145,0.176748,0.134006,0.15597,0.117199,0.107958,0.177147,0.095465,0.136292,0.124039,0.135848,0.128372,0.124986,0.0960376,0.115663,0.118635,0.125374,0.114869,0.126487,0.121827,0.11313,0.115287,0.11404,0.104472,0.118851,0.11292,0.143038,0.113261,0.147962,0.113641,0.120687,0.112349,0.125148,0.142215,0.109854
