V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9]
0.19081,0.197348,0.208508,0.176817,0.208273,0.206147,0.188094,0.174258,0.183489,0.208739,0.213305,0.236527,0.190585,0.203269,0.213684,0.177575,0.149733,0.186706,0.165904,0.184125,0.167366,0.173944,0.172199,0.152728
0.199304,0.202434,0.214489,0.198709,0.211578,0.206174,0.195175,0.175121,0.182292,0.205871,0.20817,0.226106,0.196558,0.193058,0.208622,0.164771,0.160211,0.188114,0.168202,0.181494,0.173699,0.179596,0.160846,0.154134
0.207386,0.190866,0.223226,0.195551,0.240914,0.205645,0.199129,0.169559,0.177903,0.203862,0.203187,0.226054,0.190171,0.205667,0.210346,0.160254,0.158172,0.187932,0.188203,0.195657,0.179022,0.166389,0.167312,0.144201
0.202801,0.189823,0.220785,0.189053,0.214383,0.21211,0.19527,0.184106,0.192473,0.225759,0.208015,0.239239,0.203874,0.209883,0.202224,0.177784,0.163897,0.195184,0.176026,0.192381,0.181942,0.176622,0.163982,0.159186
0.196439,0.201214,0.230125,0.198947,0.222,0.219538,0.201948,0.186754,0.192331,0.232822,0.214102,0.235258,0.200776,0.204071,0.218903,0.159722,0.177503,0.197097,0.176794,0.189848,0.167078,0.181917,0.150105,0.151317
0.19752,0.188952,0.218197,0.195003,0.225691,0.206494,0.201015,0.186045,0.197275,0.215876,0.209634,0.229635,0.208517,0.226117,0.23053,0.187456,0.158613,0.190488,0.189064,0.197021,0.163701,0.176052,0.182048,0.160569
0.214446,0.210936,0.228503,0.204612,0.23359,0.225423,0.193769,0.197987,0.202685,0.221013,0.219689,0.229161,0.208943,0.212358,0.230182,0.188173,0.170981,0.200156,0.183498,0.197617,0.177788,0.186587,0.172734,0.155029
0.208495,0.208144,0.228676,0.197777,0.231012,0.226476,0.211469,0.187487,0.195725,0.216853,0.213512,0.229127,0.203591,0.209758,0.22287,0.181365,0.171865,0.20772,0.187843,0.190234,0.182719,0.190562,0.180514,0.160209
0.202733,0.194371,0.231171,0.209071,0.23089,0.220737,0.202844,0.188806,0.208451,0.22777,0.215764,0.23932,0.211374,0.203839,0.229115,0.174287,0.181142,0.194489,0.194546,0.198261,0.182108,0.194703,0.172823,0.170781
0.216313,0.200363,0.233146,0.198435,0.243333,0.233746,0.199845,0.175008,0.20556,0.224902,0.223195,0.246004,0.212461,0.212352,0.23178,0.186768,0.176158,0.218308,0.192848,0.20332,0.191992,0.20156,0.177604,0.163422
0.211038,0.220134,0.228447,0.202211,0.235842,0.225395,0.210552,0.190694,0.20397,0.234735,0.233615,0.262228,0.225131,0.222056,0.237708,0.189505,0.175722,0.204052,0.192282,0.20152,0.182737,0.206247,0.191318,0.172487
0.206891,0.220816,0.228347,0.211816,0.242983,0.224508,0.212196,0.189589,0.204463,0.242294,0.218169,0.250034,0.222781,0.221621,0.244729,0.19935,0.17617,0.221868,0.199984,0.208135,0.188522,0.201897,0.192381,0.179657
0.230216,0.219343,0.244969,0.213889,0.241871,0.229824,0.217623,0.194737,0.210259,0.244128,0.235453,0.253898,0.22607,0.231978,0.254528,0.207171,0.189954,0.219619,0.217455,0.218933,0.207082,0.209745,0.198927,0.183533
0.223243,0.226054,0.236715,0.222787,0.252571,0.25175,0.233004,0.200153,0.213081,0.244279,0.236543,0.256618,0.22709,0.236134,0.233684,0.202114,0.199536,0.21651,0.21585,0.231015,0.210514,0.212039,0.204856,0.19145
0.243146,0.231255,0.261407,0.219831,0.245499,0.250657,0.232182,0.214283,0.230791,0.245492,0.248352,0.260764,0.22303,0.229099,0.247116,0.197413,0.206324,0.238054,0.221156,0.23474,0.21488,0.211578,0.204566,0.193231
0.244244,0.234871,0.251641,0.234926,0.269383,0.26328,0.233229,0.212132,0.229769,0.26876,0.262842,0.274761,0.233826,0.239123,0.25622,0.193647,0.199217,0.241507,0.222205,0.242784,0.218976,0.219127,0.209949,0.194116
0.237829,0.24619,0.26825,0.240426,0.273754,0.247565,0.24512,0.219583,0.232816,0.259111,0.257888,0.266539,0.244158,0.244716,0.266738,0.223353,0.197054,0.248124,0.231642,0.230909,0.224578,0.229876,0.217324,0.196828
0.247463,0.246652,0.265726,0.22906,0.277273,0.263211,0.247373,0.225716,0.234675,0.276877,0.261138,0.297342,0.248821,0.256942,0.276746,0.220573,0.216335,0.257621,0.231506,0.246771,0.234936,0.243886,0.227367,0.209177
0.250481,0.256266,0.280562,0.252938,0.282948,0.25942,0.251742,0.21833,0.256938,0.270466,0.263719,0.297727,0.25218,0.272498,0.279657,0.225806,0.214744,0.262974,0.242303,0.256977,0.238454,0.239084,0.225322,0.217431
0.26158,0.251026,0.281963,0.262969,0.294388,0.262454,0.263555,0.236823,0.249358,0.289077,0.277801,0.297937,0.247011,0.27245,0.27798,0.228398,0.22954,0.264351,0.255882,0.259931,0.244983,0.237716,0.235038,0.223256
0.282141,0.258233,0.278617,0.269151,0.299538,0.283968,0.26854,0.231093,0.262853,0.29102,0.29391,0.303214,0.26001,0.288782,0.286139,0.240742,0.243577,0.281641,0.263479,0.274653,0.251246,0.251595,0.243595,0.224864
0.274435,0.267077,0.290268,0.265288,0.295695,0.290413,0.266537,0.257271,0.265493,0.29865,0.279387,0.316524,0.255797,0.285922,0.297146,0.244497,0.242315,0.285674,0.273756,0.264596,0.257789,0.258405,0.243708,0.237237
0.276192,0.274404,0.294388,0.263751,0.312563,0.279938,0.274191,0.264575,0.268514,0.312017,0.299407,0.32329,0.264716,0.30283,0.302584,0.252369,0.263247,0.288576,0.282836,0.279542,0.26732,0.283186,0.245553,0.237272
0.277971,0.284609,0.304284,0.269749,0.308532,0.29723,0.287367,0.260642,0.283649,0.312817,0.313882,0.325247,0.282417,0.284212,0.31261,0.261011,0.258769,0.30471,0.275277,0.293256,0.25701,0.286416,0.260299,0.245003
0.286063,0.288039,0.324448,0.287895,0.323609,0.305835,0.288819,0.256148,0.290622,0.30564,0.312537,0.336491,0.282341,0.300885,0.315457,0.25536,0.245,0.297488,0.28434,0.282563,0.267418,0.272011,0.265923,0.253392
0.284969,0.298441,0.32442,0.286783,0.331317,0.305017,0.288086,0.267845,0.291504,0.319874,0.319462,0.337856,0.290316,0.30612,0.312777,0.260388,0.244869,0.282067,0.27616,0.285567,0.275244,0.27964,0.258012,0.243878
0.300558,0.293425,0.309256,0.284288,0.320606,0.30917,0.286041,0.270946,0.294097,0.319497,0.32334,0.337328,0.282063,0.303595,0.329014,0.278267,0.235266,0.293337,0.279544,0.282522,0.269218,0.28139,0.252901,0.246094
0.294836,0.295333,0.310053,0.293473,0.326816,0.304162,0.292903,0.269404,0.285334,0.319337,0.310647,0.330076,0.294023,0.304593,0.31559,0.272073,0.250696,0.277223,0.268167,0.282213,0.255788,0.272381,0.253416,0.243575
0.269605,0.291091,0.301535,0.28563,0.316955,0.300648,0.283668,0.262391,0.278746,0.308087,0.320094,0.33762,0.287397,0.299098,0.312591,0.263851,0.241544,0.28456,0.266502,0.268867,0.264488,0.265095,0.249246,0.224269
0.287567,0.272752,0.301164,0.284586,0.321166,0.296812,0.269497,0.24673,0.262661,0.302698,0.305654,0.320453,0.288436,0.291593,0.304019,0.257304,0.243021,0.284694,0.262878,0.269827,0.244704,0.25122,0.239778,0.220166
0.255913,0.264205,0.285688,0.267008,0.306656,0.277388,0.269295,0.24876,0.276168,0.303507,0.289624,0.310253,0.293553,0.299936,0.304572,0.257194,0.218734,0.26405,0.257695,0.257425,0.2531,0.245563,0.243634,0.228055
0.267596,0.279111,0.291001,0.269346,0.294089,0.285769,0.267088,0.254,0.278291,0.302483,0.286083,0.300697,0.273065,0.272295,0.298986,0.24508,0.217197,0.257063,0.233059,0.239752,0.24245,0.253861,0.243876,0.220427
0.264678,0.263918,0.269596,0.259255,0.296796,0.279767,0.257124,0.244722,0.262883,0.289289,0.282035,0.28469,0.258883,0.281246,0.285704,0.249023,0.223498,0.270022,0.237527,0.240718,0.233026,0.252451,0.230399,0.215377
0.259846,0.261633,0.281139,0.24867,0.286269,0.273489,0.253647,0.235782,0.226161,0.278519,0.266717,0.299159,0.253602,0.286633,0.278701,0.239273,0.215262,0.247523,0.241105,0.239153,0.232817,0.232142,0.218178,0.191282
0.244357,0.238544,0.274465,0.233787,0.282024,0.283326,0.249607,0.22136,0.240624,0.275428,0.27486,0.284058,0.258156,0.270747,0.281812,0.260725,0.208046,0.2539,0.248644,0.241973,0.229028,0.216035,0.207878,0.211573
0.245809,0.255691,0.266683,0.237824,0.281588,0.258984,0.245922,0.217176,0.232863,0.265074,0.27489,0.285876,0.243142,0.250172,0.27116,0.245344,0.197522,0.236859,0.227209,0.23907,0.216221,0.235264,0.203503,0.209735
0.236895,0.244756,0.262962,0.246054,0.265002,0.266878,0.24914,0.22201,0.253472,0.26624,0.254372,0.264745,0.264047,0.252972,0.267574,0.238931,0.201337,0.243011,0.216629,0.238756,0.226319,0.234372,0.222179,0.198268
0.231177,0.247741,0.238422,0.242368,0.268644,0.2771,0.252589,0.227588,0.23691,0.267651,0.245838,0.27142,0.233015,0.248568,0.273118,0.201951,0.201914,0.241133,0.237445,0.234854,0.23118,0.243196,0.223583,0.195014
0.241037,0.231263,0.255078,0.232448,0.263933,0.264457,0.233349,0.224125,0.22999,0.264058,0.255349,0.275719,0.244531,0.252093,0.259075,0.212709,0.207904,0.251626,0.228493,0.23482,0.218434,0.212896,0.219228,0.186439
0.250864,0.238248,0.255504,0.232373,0.271367,0.254815,0.219058,0.22315,0.216406,0.264477,0.244563,0.262313,0.230426,0.252477,0.245971,0.227876,0.200699,0.24488,0.235679,0.251625,0.219942,0.230901,0.201368,0.191861
0.230968,0.250266,0.258089,0.242348,0.287516,0.248399,0.242678,0.208598,0.223412,0.27658,0.262315,0.27798,0.234395,0.263395,0.268748,0.226926,0.202423,0.249669,0.215355,0.251338,0.214209,0.221903,0.200946,0.213747
0.251339,0.250904,0.254185,0.243124,0.261298,0.23762,0.242205,0.191801,0.23064,0.272945,0.267798,0.280053,0.244012,0.25922,0.257978,0.220228,0.208697,0.266315,0.236848,0.235731,0.211143,0.240865,0.226434,0.201773
0.235842,0.246149,0.26601,0.250785,0.27073,0.24643,0.238259,0.219957,0.258794,0.270956,0.258209,0.28776,0.261232,0.266489,0.2675,0.221185,0.226389,0.261433,0.246568,0.23441,0.23528,0.239884,0.22509,0.193902
0.244325,0.241141,0.265363,0.238421,0.291026,0.265486,0.236014,0.222163,0.252906,0.272402,0.253789,0.280944,0.263472,0.26117,0.291605,0.210319,0.232759,0.231341,0.230988,0.258695,0.240871,0.251111,0.224516,0.191998
0.236153,0.251268,0.291699,0.228711,0.274721,0.269108,0.269314,0.239161,0.233813,0.275941,0.268153,0.296138,0.251583,0.265889,0.261571,0.219805,0.222625,0.260197,0.254046,0.243439,0.259748,0.254864,0.225624,0.216752
0.274844,0.268676,0.287116,0.232806,0.290644,0.278611,0.264541,0.243126,0.240151,0.282247,0.29022,0.312258,0.268583,0.268511,0.279831,0.244878,0.204652,0.274279,0.243743,0.2425,0.2403,0.230539,0.223557,0.213191
0.291057,0.272205,0.304844,0.2599,0.297359,0.271056,0.267596,0.233467,0.253323,0.286315,0.286127,0.306702,0.267572,0.258909,0.288783,0.242223,0.237278,0.265558,0.236644,0.280592,0.251864,0.256987,0.234888,0.222797
0.275842,0.260921,0.290936,0.254464,0.285842,0.296243,0.265676,0.235824,0.256314,0.289531,0.286604,0.306778,0.27905,0.282693,0.297549,0.252311,0.241847,0.275849,0.252332,0.258208,0.238135,0.257159,0.245602,0.197194
0.269559,0.26049,0.306215,0.284733,0.299628,0.269951,0.281491,0.236053,0.285219,0.281526,0.298844,0.302761,0.266873,0.286075,0.297596,0.224056,0.245885,0.295358,0.268999,0.269075,0.263569,0.251503,0.240916,0.209623
0.274298,0.265849,0.319776,0.285746,0.31871,0.312211,0.27725,0.258849,0.258887,0.292707,0.280338,0.321846,0.271305,0.282698,0.302455,0.234271,0.226262,0.270893,0.268967,0.266513,0.258896,0.246762,0.237824,0.2221
0.272286,0.290679,0.304733,0.273146,0.303517,0.293937,0.281349,0.257247,0.269165,0.300522,0.292952,0.318793,0.275981,0.28973,0.323109,0.237845,0.239171,0.29593,0.260911,0.278215,0.260786,0.281522,0.250589,0.229616
0.29142,0.290031,0.310324,0.278297,0.34814,0.318612,0.2713,0.268311,0.27875,0.322602,0.306885,0.32445,0.277298,0.304181,0.314037,0.26059,0.256453,0.2968,0.272485,0.291344,0.267383,0.269992,0.266858,0.22437
0.295417,0.299107,0.314885,0.29857,0.31961,0.31239,0.292219,0.254618,0.2678,0.31188,0.318713,0.333325,0.30188,0.298761,0.314116,0.258246,0.254935,0.311125,0.289986,0.291453,0.268174,0.283083,0.265052,0.223177
0.297643,0.303986,0.327636,0.299092,0.317258,0.316792,0.307702,0.269854,0.290325,0.327937,0.316574,0.349897,0.287953,0.314352,0.319241,0.251055,0.257384,0.311784,0.299107,0.306575,0.27598,0.278105,0.264245,0.252472
0.312937,0.320955,0.341212,0.295203,0.327209,0.310636,0.310908,0.275386,0.285904,0.335077,0.327894,0.344932,0.295393,0.312473,0.327886,0.258738,0.261332,0.302902,0.286206,0.289733,0.281935,0.288892,0.270605,0.246017
0.298392,0.308265,0.332615,0.305755,0.335026,0.336806,0.310823,0.283888,0.302147,0.326806,0.321162,0.357577,0.313435,0.31282,0.332887,0.275962,0.268672,0.314115,0.295411,0.309959,0.281972,0.301924,0.272437,0.255627
0.312224,0.306696,0.339161,0.311286,0.353859,0.34035,0.315992,0.286706,0.307885,0.342022,0.346423,0.35101,0.31231,0.342089,0.343997,0.276211,0.285794,0.319988,0.298517,0.30811,0.292679,0.299184,0.286177,0.244964
0.3342,0.342582,0.361393,0.310236,0.356058,0.337695,0.316526,0.283156,0.312417,0.353063,0.357404,0.381501,0.313229,0.340941,0.363482,0.291204,0.280929,0.321747,0.31675,0.314362,0.299,0.30875,0.290324,0.249318
0.317574,0.326415,0.363562,0.311977,0.371541,0.355266,0.331441,0.29193,0.312339,0.359943,0.35917,0.380303,0.324103,0.352817,0.349751,0.291265,0.279563,0.33574,0.317001,0.321889,0.307777,0.306999,0.293903,0.266761
0.330842,0.330044,0.37628,0.325659,0.367519,0.352938,0.330415,0.316536,0.325704,0.363131,0.363349,0.38956,0.325241,0.355455,0.360488,0.295914,0.286845,0.338654,0.319775,0.344969,0.301959,0.30437,0.301959,0.279503
0.347667,0.345404,0.36338,0.340501,0.374446,0.36366,0.332013,0.299378,0.329331,0.366848,0.362081,0.400869,0.34844,0.358433,0.371338,0.300277,0.29271,0.350439,0.335827,0.33604,0.317131,0.334816,0.308177,0.277605
0.352958,0.344143,0.375204,0.34423,0.390679,0.377467,0.345341,0.302679,0.331349,0.386516,0.368437,0.401916,0.364076,0.362303,0.384494,0.320119,0.29654,0.353901,0.335203,0.347379,0.322644,0.336126,0.314621,0.278794
0.35097,0.348375,0.376043,0.349311,0.392482,0.382997,0.348665,0.321406,0.338633,0.39419,0.383728,0.396852,0.356599,0.368166,0.391978,0.322375,0.310117,0.352438,0.341026,0.352877,0.329334,0.340894,0.319442,0.277236
0.359575,0.3653,0.391746,0.352017,0.388421,0.374407,0.35851,0.329363,0.349027,0.405456,0.373825,0.429569,0.352844,0.380143,0.401409,0.317343,0.306132,0.358419,0.351197,0.355623,0.346104,0.348954,0.317053,0.297903
0.371031,0.369313,0.384674,0.350095,0.409723,0.396029,0.36434,0.330527,0.362157,0.408844,0.388467,0.423104,0.360887,0.382328,0.405875,0.330878,0.319103,0.371784,0.362655,0.375897,0.335316,0.347966,0.327101,0.302011
0.373397,0.365662,0.403872,0.367082,0.409866,0.393311,0.359212,0.32476,0.35618,0.41758,0.403805,0.422073,0.362381,0.382868,0.400924,0.340079,0.31652,0.386481,0.366028,0.373613,0.360525,0.361176,0.343014,0.310792
0.390505,0.375692,0.411636,0.373382,0.418902,0.39677,0.372333,0.333763,0.377558,0.424608,0.408372,0.442404,0.376681,0.399032,0.420376,0.346364,0.329346,0.383412,0.367445,0.370806,0.35807,0.365288,0.329222,0.300281
0.38205,0.38262,0.410355,0.384145,0.423515,0.413218,0.385824,0.359254,0.381258,0.431559,0.414727,0.445289,0.385411,0.405835,0.428577,0.345038,0.316485,0.39209,0.366816,0.370645,0.3524,0.357282,0.328854,0.29983
0.386717,0.389459,0.409227,0.376334,0.41949,0.413083,0.37503,0.353075,0.374292,0.418052,0.422317,0.451603,0.374581,0.400039,0.414653,0.351725,0.315069,0.372895,0.354903,0.360291,0.329644,0.353172,0.333076,0.300651
0.378991,0.377789,0.399662,0.377596,0.418589,0.394506,0.376385,0.345091,0.377985,0.430018,0.409109,0.447999,0.389685,0.410236,0.435128,0.347404,0.315289,0.360467,0.352881,0.356653,0.338326,0.344905,0.31793,0.290688
0.38406,0.381392,0.395485,0.365619,0.428519,0.398158,0.382834,0.335564,0.366141,0.411994,0.413105,0.435594,0.381686,0.387874,0.419921,0.345631,0.295923,0.367904,0.336325,0.351149,0.330719,0.329785,0.321844,0.273759
0.374527,0.370608,0.383061,0.37677,0.412491,0.391375,0.368053,0.336061,0.360407,0.390601,0.40749,0.427355,0.379541,0.39232,0.403797,0.337449,0.287446,0.35361,0.321432,0.326098,0.309507,0.327536,0.298833,0.263014
0.346789,0.356842,0.390948,0.363271,0.397319,0.39141,0.358223,0.322292,0.355372,0.385298,0.392472,0.414108,0.356959,0.371457,0.394075,0.331614,0.285207,0.337913,0.33064,0.317218,0.301286,0.310425,0.28918,0.274603
0.341987,0.353966,0.369804,0.345224,0.386589,0.380053,0.34506,0.303335,0.34993,0.383428,0.377476,0.405339,0.360569,0.360056,0.395918,0.312997,0.27011,0.32367,0.311161,0.324147,0.282733,0.298257,0.274735,0.245246
0.338609,0.335498,0.370844,0.324166,0.369314,0.364354,0.337276,0.304213,0.328007,0.373314,0.363576,0.393495,0.344127,0.364953,0.38982,0.313039,0.266316,0.319811,0.307487,0.309543,0.290386,0.287769,0.283994,0.249664
0.331632,0.333669,0.349114,0.321246,0.36826,0.350702,0.326342,0.301353,0.328231,0.377486,0.364428,0.383644,0.329534,0.345897,0.373942,0.307246,0.257967,0.312408,0.290857,0.293778,0.277121,0.294001,0.27646,0.251488
0.32329,0.336656,0.346391,0.325715,0.36014,0.356761,0.315434,0.295954,0.309486,0.362084,0.337859,0.363761,0.329438,0.348522,0.347866,0.284415,0.268528,0.289572,0.292523,0.2937,0.272778,0.286135,0.247873,0.224266
0.309802,0.312156,0.315981,0.308599,0.347699,0.327339,0.300266,0.28439,0.289579,0.34675,0.323407,0.36994,0.318621,0.327156,0.349308,0.29199,0.231898,0.298119,0.282283,0.291281,0.261269,0.271416,0.238392,0.226212
0.289136,0.291597,0.315437,0.287284,0.326078,0.32634,0.300169,0.287997,0.291704,0.330211,0.331448,0.341423,0.295464,0.319464,0.331807,0.271602,0.241155,0.2772,0.254829,0.275582,0.248464,0.268634,0.231345,0.219901
0.301266,0.298064,0.32871,0.277709,0.342335,0.314611,0.288738,0.266916,0.276425,0.329542,0.326238,0.33227,0.29356,0.31477,0.323832,0.271979,0.24167,0.297966,0.257403,0.264316,0.255871,0.257608,0.237294,0.218435
0.270875,0.273779,0.311482,0.278978,0.319984,0.293016,0.27403,0.259578,0.267456,0.307428,0.305019,0.319436,0.298467,0.300352,0.31725,0.259746,0.223735,0.270979,0.26013,0.275201,0.250456,0.240793,0.23311,0.198384
0.266723,0.274243,0.307337,0.284236,0.302327,0.293213,0.291079,0.253027,0.253163,0.302678,0.292572,0.32822,0.287251,0.296284,0.301037,0.261554,0.223434,0.254445,0.254151,0.25608,0.238416,0.25369,0.21405,0.186118
0.266915,0.276471,0.277823,0.261129,0.29248,0.301776,0.266212,0.234873,0.250609,0.303654,0.292611,0.301755,0.275333,0.282116,0.278913,0.249127,0.219425,0.252765,0.228707,0.254384,0.226495,0.234812,0.216593,0.20041
0.276926,0.268252,0.271907,0.261941,0.294598,0.285154,0.255914,0.243634,0.253865,0.278718,0.266398,0.318414,0.25559,0.275399,0.294273,0.232045,0.209311,0.259078,0.228915,0.245009,0.217128,0.235186,0.229181,0.208727
0.274873,0.261704,0.258194,0.249861,0.30886,0.268753,0.266622,0.227801,0.237323,0.279902,0.272233,0.297421,0.272475,0.262986,0.296591,0.225988,0.205265,0.244135,0.231758,0.233679,0.24657,0.233564,0.221226,0.191805
0.250603,0.254281,0.254343,0.254247,0.285913,0.267646,0.238411,0.23318,0.252922,0.266434,0.26981,0.288453,0.258683,0.266442,0.276272,0.243042,0.215532,0.248898,0.241647,0.261213,0.225416,0.244341,0.227402,0.189389
0.24741,0.256725,0.265966,0.258683,0.284408,0.261023,0.250142,0.226212,0.227369,0.280195,0.262157,0.287538,0.260805,0.278233,0.25502,0.231717,0.192697,0.260189,0.243708,0.233788,0.221581,0.220435,0.215503,0.198199
0.220915,0.248844,0.260999,0.231513,0.274509,0.276669,0.236086,0.228895,0.218263,0.276762,0.254591,0.284372,0.253689,0.255138,0.270555,0.220638,0.204655,0.245625,0.234994,0.232463,0.216515,0.241609,0.200394,0.182701
0.242625,0.257742,0.251346,0.23702,0.288929,0.257935,0.239179,0.219352,0.210652,0.262434,0.234249,0.276549,0.257551,0.246446,0.257297,0.220434,0.204979,0.246052,0.23812,0.236916,0.224109,0.218942,0.219158,0.1978
0.243623,0.232946,0.259034,0.239178,0.276713,0.267972,0.240628,0.225384,0.2414,0.251271,0.250212,0.290158,0.247167,0.231772,0.248364,0.209728,0.204519,0.261897,0.228783,0.226326,0.210219,0.226859,0.222664,0.17494
0.220271,0.238794,0.264015,0.245859,0.28468,0.246967,0.229335,0.223724,0.229017,0.265433,0.265265,0.246675,0.242377,0.250788,0.257689,0.207655,0.189462,0.227326,0.215356,0.219082,0.214919,0.222794,0.222627,0.18223
0.256131,0.251886,0.246991,0.211546,0.271292,0.255724,0.22463,0.209857,0.211831,0.274251,0.248386,0.286443,0.234291,0.249083,0.27046,0.213148,0.196275,0.208227,0.218347,0.236995,0.216529,0.215345,0.191893,0.161104
0.245478,0.220736,0.249128,0.229159,0.281194,0.242624,0.240242,0.210151,0.22486,0.233039,0.272904,0.262487,0.23338,0.243381,0.26206,0.207889,0.196424,0.248022,0.207647,0.230017,0.212479,0.219462,0.178944,0.145565
0.225101,0.244176,0.257201,0.204064,0.262572,0.253721,0.233679,0.192334,0.21701,0.258088,0.241386,0.249489,0.230814,0.245992,0.228077,0.192518,0.191455,0.236212,0.21654,0.217998,0.207158,0.211831,0.222506,0.166539
0.221149,0.238348,0.247392,0.234706,0.25441,0.256768,0.218963,0.193266,0.208571,0.254211,0.243728,0.270295,0.218056,0.249909,0.248744,0.189231,0.203,0.233831,0.215218,0.208672,0.220016,0.228358,0.202351,0.172383
0.231157,0.215948,0.229438,0.230344,0.281843,0.254908,0.214083,0.212505,0.215938,0.233521,0.220075,0.26,0.224779,0.245319,0.242217,0.219171,0.162098,0.243411,0.206528,0.209172,0.220816,0.211832,0.187992,0.155195
0.229348,0.227469,0.242561,0.215562,0.253617,0.232535,0.225786,0.190158,0.221042,0.247388,0.256308,0.280381,0.229113,0.244681,0.232273,0.212078,0.193141,0.243885,0.183554,0.224998,0.201339,0.222427,0.174318,0.181928
0.220874,0.231635,0.252845,0.219623,0.265316,0.221852,0.219033,0.210298,0.21514,0.247798,0.244924,0.279067,0.211935,0.244488,0.258863,0.203085,0.185467,0.234024,0.210684,0.207738,0.2028,0.209994,0.178832,0.168215
0.232015,0.241098,0.233997,0.214588,0.252235,0.235177,0.222171,0.199853,0.229646,0.244211,0.248504,0.265308,0.221398,0.227606,0.229045,0.193205,0.187055,0.213545,0.194367,0.217624,0.20725,0.208974,0.204374,0.187022
0.212892,0.218416,0.2565,0.219112,0.240095,0.24276,0.197767,0.203766,0.218186,0.258293,0.216167,0.256284,0.228167,0.213735,0.244123,0.193023,0.184815,0.223748,0.215678,0.202647,0.20472,0.211692,0.181529,0.164366
0.220656,0.211035,0.237427,0.219172,0.253458,0.241531,0.238345,0.210205,0.246422,0.24769,0.225841,0.268623,0.21459,0.231469,0.235931,0.205122,0.178614,0.210623,0.221153,0.210478,0.189299,0.203497,0.182473,0.150047
0.229565,0.21434,0.237255,0.225064,0.263689,0.216002,0.201387,0.197394,0.201923,0.218321,0.243565,0.267812,0.211737,0.251525,0.222064,0.20529,0.173557,0.210266,0.200377,0.217447,0.189871,0.211401,0.204371,0.178773
0.233575,0.220643,0.247004,0.198558,0.236044,0.224986,0.218731,0.205791,0.221166,0.240342,0.233552,0.260061,0.217941,0.228819,0.241891,0.197639,0.195931,0.225156,0.219286,0.207359,0.197016,0.195594,0.176873,0.1668
0.228344,0.227248,0.232004,0.207476,0.239174,0.20879,0.197937,0.191612,0.226249,0.238081,0.229805,0.248631,0.226717,0.24669,0.226742,0.192962,0.184544,0.220439,0.206822,0.207961,0.198519,0.208341,0.213151,0.182721
0.213504,0.219428,0.244105,0.191554,0.217642,0.219099,0.226291,0.198673,0.20201,0.246463,0.248752,0.256086,0.221128,0.213949,0.253566,0.186793,0.180959,0.213915,0.211866,0.221504,0.220967,0.21423,0.196471,0.169372
0.221486,0.215711,0.240406,0.204406,0.225099,0.242226,0.207053,0.196341,0.192675,0.247048,0.227621,0.237214,0.206988,0.223135,0.245932,0.187616,0.182069,0.216493,0.203183,0.212631,0.190969,0.215065,0.182801,0.17553
0.237414,0.2182,0.244408,0.213292,0.243987,0.244421,0.224802,0.193236,0.203647,0.23937,0.224023,0.250502,0.240208,0.246537,0.237077,0.19902,0.17379,0.212676,0.211094,0.214863,0.191738,0.206021,0.170654,0.16763
0.221932,0.220977,0.239247,0.22367,0.249427,0.224144,0.223659,0.179936,0.214927,0.226127,0.240465,0.25079,0.21634,0.227114,0.219051,0.199275,0.204007,0.21168,0.197467,0.210125,0.197141,0.193115,0.185594,0.165892
0.230463,0.206039,0.231469,0.209094,0.245541,0.244433,0.219635,0.191089,0.213742,0.236174,0.241721,0.262673,0.223299,0.224095,0.236059,0.189398,0.195221,0.212024,0.200656,0.215402,0.202062,0.210526,0.198183,0.15359
0.214177,0.205026,0.244053,0.207654,0.261544,0.235377,0.227722,0.188919,0.188911,0.2356,0.230771,0.260698,0.208535,0.236587,0.239894,0.187782,0.169433,0.217254,0.199504,0.204876,0.19674,0.204946,0.188239,0.15947
0.205281,0.217398,0.223557,0.215409,0.24566,0.223881,0.21354,0.192778,0.193498,0.240885,0.233567,0.248269,0.222311,0.232986,0.254256,0.179207,0.169495,0.20401,0.194148,0.204748,0.189949,0.198282,0.174832,0.150568
0.208959,0.204146,0.23619,0.210673,0.247705,0.235609,0.217148,0.192851,0.194564,0.232716,0.228562,0.251406,0.20219,0.21838,0.241665,0.192022,0.185479,0.213054,0.207423,0.205496,0.185214,0.201829,0.170645,0.165638
0.217578,0.212282,0.227918,0.219496,0.241964,0.232146,0.218346,0.186661,0.215116,0.235567,0.237512,0.250265,0.224609,0.218292,0.240289,0.19044,0.187361,0.221556,0.206215,0.199059,0.188612,0.205281,0.190286,0.162326
0.220694,0.214941,0.238467,0.219239,0.253277,0.225937,0.199554,0.200748,0.202139,0.227146,0.226354,0.251374,0.226429,0.234633,0.227833,0.183628,0.182631,0.218002,0.204191,0.202635,0.200477,0.220538,0.198537,0.16831
0.224164,0.211864,0.253565,0.21619,0.259465,0.228564,0.214476,0.199766,0.206269,0.218937,0.236729,0.246857,0.222524,0.246226,0.239734,0.210986,0.169952,0.200621,0.197193,0.202966,0.195897,0.204614,0.188508,0.158594
