V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9],V05[1.7],V06[9.6],V08[6.1],V12[7.4],V16[7.5],V20[6.9],V24[7.8],V28[2.6]
0.252146,0.309165,0.252221,0.310154,0.282816,0.315036,0.278052,0.298106,0.285646,0.343225,0.314508,0.300996,0.311374,0.325455,0.276412,0.234708,0.246074,0.351408,0.281738,0.309423,0.315537,0.327311,0.215967,0.234476,0.290804,0.250806,0.318852,0.285826,0.295491,0.254831,0.263457,0.234312
0.28068,0.331372,0.262243,0.232426,0.271961,0.364748,0.267183,0.266148,0.277462,0.295947,0.299566,0.29651,0.313752,0.32545,0.265095,0.239405,0.232804,0.382802,0.265025,0.268007,0.310611,0.283744,0.236902,0.232929,0.255851,0.313061,0.289613,0.289818,0.370232,0.307192,0.222188,0.287289
0.314474,0.261616,0.231199,0.294868,0.336112,0.344513,0.272453,0.284038,0.249898,0.307068,0.27492,0.32211,0.335965,0.347216,0.269042,0.309237,0.283544,0.368681,0.255531,0.240024,0.257264,0.26193,0.299315,0.241671,0.263527,0.310535,0.30838,0.279719,0.323777,0.287067,0.315804,0.231721
0.305139,0.303714,0.290561,0.289426,0.326466,0.312161,0.288015,0.253215,0.255609,0.316361,0.232477,0.346778,0.34705,0.37202,0.34141,0.299219,0.322634,0.273513,0.273124,0.288665,0.29632,0.268569,0.298402,0.244526,0.276249,0.303754,0.327673,0.294098,0.280764,0.355309,0.309847,0.2663
0.276749,0.294797,0.304973,0.361968,0.320745,0.293708,0.344012,0.246553,0.290006,0.320475,0.321449,0.37895,0.338184,0.34739,0.328558,0.283631,0.287824,0.349423,0.293269,0.348621,0.280348,0.319406,0.24843,0.258561,0.304568,0.222902,0.329992,0.305153,0.299451,0.261102,0.327369,0.260821
0.3212,0.267194,0.339122,0.2762,0.312901,0.33155,0.350027,0.310905,0.284043,0.339696,0.357758,0.327697,0.356298,0.308346,0.309054,0.242167,0.258651,0.329901,0.326146,0.355896,0.392006,0.346568,0.248895,0.271245,0.289195,0.322097,0.342984,0.346126,0.344475,0.288717,0.314935,0.329944
0.270032,0.309431,0.328423,0.31736,0.311436,0.299517,0.301468,0.303893,0.276571,0.345972,0.305892,0.366147,0.310129,0.349354,0.301609,0.27781,0.303798,0.380188,0.283478,0.313692,0.28332,0.354631,0.263167,0.279437,0.267733,0.322595,0.303358,0.312089,0.36445,0.326868,0.308468,0.323245
0.357303,0.317853,0.309318,0.28949,0.307059,0.332968,0.285089,0.278606,0.28371,0.343753,0.300825,0.374094,0.336071,0.329967,0.321469,0.318921,0.324689,0.401769,0.306959,0.274596,0.325443,0.30989,0.318804,0.258363,0.318223,0.422916,0.33738,0.295124,0.286316,0.324668,0.309988,0.305933
0.365495,0.303175,0.281727,0.316148,0.382988,0.339564,0.276727,0.301471,0.28744,0.339417,0.334379,0.377418,0.346744,0.3902,0.358313,0.338456,0.386502,0.330964,0.36997,0.306762,0.336718,0.330111,0.33645,0.302187,0.350186,0.329584,0.355123,0.297379,0.327629,0.327726,0.321292,0.280425
0.331151,0.317536,0.291656,0.340876,0.378987,0.325139,0.332631,0.284755,0.342622,0.397847,0.347423,0.385957,0.337897,0.426696,0.35534,0.362153,0.347164,0.341372,0.358423,0.362154,0.376082,0.324152,0.29385,0.296841,0.318973,0.37248,0.399292,0.369411,0.347025,0.320489,0.340898,0.341211
0.345224,0.314601,0.341424,0.351607,0.363582,0.355637,0.382672,0.309114,0.320803,0.38577,0.388708,0.422012,0.422032,0.408738,0.388722,0.326118,0.350414,0.451636,0.332068,0.340048,0.359206,0.364258,0.327171,0.299286,0.370424,0.357802,0.350779,0.35569,0.385193,0.402775,0.381898,0.356535
0.303671,0.371584,0.35214,0.371515,0.391684,0.360419,0.367172,0.326093,0.364423,0.420041,0.381244,0.396404,0.389109,0.360899,0.371403,0.303659,0.33047,0.433069,0.33441,0.318212,0.326151,0.410482,0.350494,0.337094,0.336463,0.364838,0.376541,0.406877,0.405328,0.380023,0.372576,0.342057
0.352439,0.40635,0.370239,0.358982,0.392041,0.339057,0.356835,0.338705,0.329455,0.379091,0.417199,0.417549,0.389977,0.407813,0.390731,0.312112,0.353134,0.406064,0.354896,0.394466,0.344005,0.373016,0.361729,0.261277,0.335665,0.392356,0.392284,0.387121,0.390551,0.399394,0.360267,0.327188
0.414107,0.352973,0.343167,0.323463,0.371857,0.410017,0.320892,0.340995,0.387275,0.427954,0.338859,0.41758,0.401958,0.417741,0.405776,0.338623,0.388821,0.404821,0.418164,0.391649,0.338203,0.398151,0.328247,0.291476,0.374429,0.411921,0.450896,0.352651,0.353903,0.374947,0.385156,0.341052
0.392588,0.337761,0.345017,0.40026,0.366194,0.397941,0.362704,0.329372,0.386834,0.425969,0.377149,0.419064,0.380667,0.452168,0.372755,0.319306,0.363452,0.40856,0.432068,0.404055,0.437245,0.4409,0.341806,0.328319,0.366508,0.40352,0.448733,0.438443,0.398085,0.356952,0.373429,0.399236
0.394364,0.377634,0.36875,0.412238,0.447846,0.413112,0.407044,0.335756,0.404504,0.443104,0.398134,0.483878,0.409078,0.461682,0.401057,0.37346,0.322113,0.474569,0.426095,0.388474,0.435693,0.398934,0.407008,0.322851,0.359998,0.412082,0.403261,0.422671,0.450636,0.433564,0.409307,0.405097
0.391498,0.370781,0.426028,0.396085,0.441537,0.439029,0.415562,0.364827,0.428092,0.436968,0.42239,0.46007,0.418043,0.470612,0.435455,0.355645,0.361055,0.467088,0.411311,0.393339,0.394286,0.389084,0.37373,0.297562,0.424814,0.422574,0.388187,0.379127,0.433572,0.409361,0.365429,0.403171
0.356014,0.440552,0.379703,0.404327,0.422573,0.432193,0.407731,0.376847,0.372551,0.469158,0.423804,0.441058,0.45194,0.44291,0.449556,0.325591,0.385801,0.477105,0.39746,0.420309,0.366027,0.412192,0.422834,0.341385,0.385479,0.429972,0.450962,0.38311,0.393239,0.461372,0.383043,0.36701
0.398991,0.404092,0.375342,0.397236,0.406247,0.399475,0.443063,0.388064,0.404987,0.461052,0.432567,0.474972,0.414094,0.436724,0.431195,0.365483,0.427005,0.413398,0.402082,0.443317,0.486508,0.42607,0.337284,0.351318,0.3915,0.451935,0.477058,0.40067,0.406626,0.384354,0.410077,0.420088
0.427367,0.404475,0.370695,0.395439,0.427627,0.459241,0.40229,0.330089,0.402834,0.464056,0.406404,0.467456,0.443713,0.474544,0.423567,0.370654,0.376018,0.454125,0.450732,0.440004,0.450538,0.41521,0.393808,0.382904,0.392665,0.443436,0.463639,0.466389,0.464296,0.393506,0.398328,0.438014
0.443188,0.365467,0.425859,0.392629,0.442307,0.442626,0.416137,0.382379,0.403334,0.528795,0.448852,0.494396,0.44217,0.484998,0.431569,0.399995,0.366048,0.499884,0.435567,0.429507,0.437087,0.451908,0.392561,0.396501,0.412282,0.436494,0.441709,0.478968,0.470342,0.454809,0.413112,0.409095
0.41473,0.425608,0.420983,0.426663,0.459369,0.46886,0.427817,0.379868,0.408836,0.497112,0.454412,0.456569,0.461089,0.49857,0.447239,0.403054,0.394331,0.499592,0.469348,0.40026,0.420628,0.42074,0.436749,0.386973,0.415332,0.482028,0.432767,0.410587,0.420709,0.438096,0.395986,0.404377
0.402239,0.400746,0.390698,0.442075,0.447731,0.474759,0.403272,0.408605,0.444747,0.463344,0.467892,0.511779,0.437717,0.467246,0.449176,0.393545,0.442189,0.451195,0.435866,0.439004,0.409865,0.43256,0.422048,0.3504,0.387931,0.459264,0.501442,0.412006,0.390627,0.438245,0.401671,0.386319
0.375162,0.436908,0.430026,0.451413,0.467837,0.483451,0.440937,0.383922,0.424367,0.483035,0.446195,0.477863,0.478094,0.47928,0.443575,0.416217,0.427963,0.445847,0.399891,0.446629,0.472072,0.461859,0.384332,0.395975,0.395562,0.494333,0.47959,0.455119,0.439068,0.392806,0.426612,0.385361
0.441568,0.43838,0.432749,0.414722,0.444049,0.46787,0.441177,0.366969,0.439418,0.475863,0.432809,0.495592,0.466029,0.460746,0.437781,0.379097,0.378348,0.498945,0.443821,0.390981,0.440474,0.43363,0.411685,0.398723,0.411686,0.462559,0.444709,0.455135,0.507247,0.416942,0.429558,0.449155
0.446243,0.430197,0.423188,0.400207,0.43354,0.468192,0.429086,0.365949,0.417424,0.470688,0.454705,0.476336,0.454633,0.529463,0.445445,0.413647,0.392838,0.472959,0.45737,0.399531,0.425613,0.413393,0.382539,0.401351,0.432673,0.441656,0.454764,0.469197,0.484264,0.4403,0.435683,0.409797
0.457408,0.426834,0.423282,0.438226,0.4922,0.462074,0.427496,0.380281,0.396337,0.498314,0.445151,0.473556,0.462398,0.52341,0.456951,0.388729,0.393473,0.510252,0.432045,0.408157,0.4244,0.431376,0.402685,0.37176,0.438217,0.454921,0.444701,0.437122,0.43509,0.444322,0.43135,0.406852
0.448171,0.424147,0.415255,0.41232,0.494319,0.460751,0.422159,0.414916,0.430678,0.481243,0.467857,0.480517,0.46009,0.493614,0.445537,0.403106,0.433616,0.497756,0.392274,0.401659,0.438464,0.429576,0.435362,0.322339,0.41639,0.453732,0.499161,0.406284,0.392982,0.411613,0.370725,0.384417
0.410792,0.442559,0.408498,0.453855,0.460203,0.443158,0.430091,0.381388,0.426116,0.482464,0.480952,0.502657,0.477511,0.477936,0.463135,0.407669,0.410397,0.43104,0.433374,0.416292,0.442638,0.406635,0.343275,0.384683,0.39326,0.47857,0.464916,0.41182,0.425988,0.391761,0.401588,0.409116
0.420493,0.451907,0.408777,0.403843,0.444903,0.456172,0.44325,0.385444,0.419892,0.457057,0.458807,0.449796,0.420271,0.473861,0.454599,0.382014,0.385148,0.483471,0.389568,0.429196,0.419952,0.426725,0.368909,0.375554,0.415886,0.446036,0.452108,0.461349,0.455707,0.399858,0.41122,0.431582
0.436188,0.412236,0.396596,0.386994,0.448614,0.471064,0.401727,0.377279,0.38506,0.450925,0.424829,0.4417,0.440053,0.432849,0.430889,0.387162,0.364059,0.476876,0.43322,0.397179,0.397783,0.400076,0.411854,0.350376,0.419527,0.445331,0.399753,0.433536,0.426917,0.397677,0.378851,0.375443
0.408102,0.378291,0.363855,0.389179,0.437289,0.428122,0.419728,0.349417,0.384099,0.461933,0.434699,0.457019,0.416628,0.448427,0.426596,0.387621,0.392391,0.446482,0.384415,0.406088,0.408802,0.398058,0.360684,0.315528,0.401676,0.443249,0.456636,0.417203,0.408724,0.385744,0.393298,0.355576
0.42393,0.41101,0.372735,0.383089,0.477038,0.413143,0.410019,0.3457,0.372919,0.48788,0.443653,0.466337,0.437663,0.44119,0.437629,0.338894,0.376216,0.412235,0.387608,0.398925,0.415448,0.391508,0.374483,0.335784,0.358764,0.42788,0.434847,0.413317,0.37891,0.364626,0.396804,0.388288
0.381382,0.364059,0.419945,0.408376,0.434683,0.419321,0.386964,0.384158,0.369536,0.421273,0.431443,0.445832,0.435933,0.478296,0.403021,0.37611,0.369605,0.426505,0.384971,0.389083,0.39746,0.43537,0.321646,0.372246,0.360428,0.436527,0.396267,0.399685,0.398185,0.366752,0.402899,0.377706
0.382667,0.356362,0.385769,0.432033,0.431415,0.448762,0.352275,0.379398,0.381004,0.446868,0.431724,0.447588,0.442232,0.471243,0.370705,0.378118,0.318035,0.386665,0.357397,0.384415,0.386767,0.369759,0.366323,0.348655,0.34832,0.376897,0.405387,0.437153,0.439207,0.400461,0.379774,0.370102
0.398012,0.408665,0.354511,0.397928,0.420388,0.401415,0.374607,0.341925,0.377642,0.415831,0.370545,0.42301,0.418757,0.399386,0.3887,0.334,0.321003,0.39479,0.389,0.351227,0.320435,0.367321,0.371621,0.313589,0.36135,0.353587,0.36462,0.344899,0.391562,0.341442,0.345779,0.34863
0.37933,0.378651,0.338977,0.395934,0.37282,0.382512,0.380953,0.35621,0.35699,0.411398,0.357548,0.376659,0.395969,0.400641,0.40592,0.319292,0.296086,0.435425,0.394919,0.310301,0.338965,0.337954,0.336373,0.274458,0.388198,0.375156,0.395251,0.350018,0.362016,0.38785,0.320935,0.340302
0.350934,0.360648,0.330558,0.36701,0.360398,0.360511,0.370863,0.325155,0.335766,0.418518,0.38779,0.369116,0.366088,0.414205,0.396707,0.319467,0.329467,0.380895,0.31381,0.346701,0.379627,0.362366,0.314718,0.282315,0.300712,0.376441,0.399406,0.347631,0.357541,0.340223,0.344804,0.348122
0.342184,0.299178,0.3337,0.365263,0.370648,0.367308,0.364404,0.308021,0.319873,0.395601,0.38222,0.4062,0.391411,0.430264,0.356309,0.327638,0.327779,0.375438,0.332823,0.335987,0.360937,0.308379,0.34146,0.267378,0.284828,0.390539,0.381346,0.304754,0.342789,0.341549,0.358267,0.319968
0.306009,0.306485,0.336953,0.319321,0.349778,0.360886,0.308287,0.332754,0.323719,0.307154,0.323863,0.361375,0.305713,0.403099,0.334775,0.31677,0.263783,0.328062,0.341981,0.327453,0.300812,0.314173,0.27133,0.270091,0.30124,0.279886,0.336082,0.349085,0.348883,0.326116,0.299381,0.32183
0.289114,0.327079,0.338307,0.340491,0.35417,0.360202,0.319431,0.303965,0.2887,0.321354,0.320088,0.393861,0.302627,0.321678,0.32082,0.290507,0.275211,0.35076,0.319342,0.299697,0.256407,0.3158,0.278274,0.228453,0.345599,0.316813,0.326588,0.319186,0.315487,0.273311,0.263816,0.286382
0.316985,0.313,0.265976,0.360951,0.319025,0.377728,0.275243,0.233701,0.315928,0.33082,0.275994,0.281507,0.314839,0.342322,0.360729,0.288589,0.253634,0.325003,0.310319,0.301481,0.302049,0.326736,0.208013,0.257888,0.248206,0.302524,0.370218,0.300535,0.289021,0.26202,0.280231,0.273528
0.304383,0.297923,0.249969,0.27608,0.320146,0.260835,0.310044,0.253121,0.280167,0.312897,0.303969,0.343184,0.310026,0.324198,0.344766,0.329336,0.301607,0.332406,0.28149,0.320419,0.346763,0.321644,0.210808,0.284556,0.265028,0.323067,0.333862,0.248364,0.291284,0.243097,0.310583,0.275981
0.335401,0.267631,0.242331,0.289559,0.320019,0.261192,0.253214,0.257366,0.249635,0.299272,0.360202,0.323677,0.324175,0.32581,0.247979,0.26109,0.281046,0.290215,0.263114,0.229812,0.258225,0.27527,0.200007,0.286175,0.264596,0.240311,0.292357,0.294301,0.296616,0.255933,0.268002,0.2681
0.306795,0.274577,0.243213,0.244974,0.291628,0.266807,0.243589,0.259172,0.24187,0.300274,0.288966,0.342696,0.278149,0.304459,0.272987,0.18692,0.233396,0.327978,0.33539,0.239154,0.221065,0.253831,0.254248,0.196496,0.243573,0.238614,0.265209,0.294115,0.311756,0.225972,0.228883,0.23059
0.210567,0.211766,0.248834,0.254603,0.285406,0.2549,0.223119,0.263594,0.281281,0.287171,0.265673,0.25912,0.276299,0.287138,0.213213,0.178019,0.237658,0.292243,0.239746,0.20038,0.252837,0.219496,0.212571,0.134161,0.279434,0.252223,0.27924,0.254514,0.309077,0.224663,0.168185,0.225511
0.292326,0.261651,0.242715,0.255213,0.214672,0.281065,0.264524,0.207328,0.234971,0.253422,0.206365,0.24911,0.240981,0.301562,0.255636,0.199057,0.17052,0.248902,0.228483,0.164767,0.231837,0.231724,0.20788,0.165466,0.202328,0.240747,0.269653,0.14804,0.269904,0.218699,0.201755,0.230498
0.201896,0.250391,0.19569,0.226676,0.209519,0.215441,0.194551,0.188188,0.241484,0.266885,0.200125,0.17968,0.26554,0.246598,0.212946,0.201923,0.208683,0.220531,0.158299,0.263365,0.231148,0.25266,0.212825,0.196898,0.167729,0.231434,0.22959,0.212642,0.249714,0.226825,0.233654,0.234435
0.221489,0.203545,0.179019,0.227893,0.169513,0.187769,0.245096,0.181389,0.141429,0.194791,0.191598,0.223667,0.25375,0.225052,0.193057,0.25321,0.209006,0.192753,0.20404,0.241427,0.186659,0.206868,0.166387,0.222647,0.24048,0.240457,0.216934,0.262252,0.18768,0.142826,0.222941,0.225485
0.217907,0.139351,0.144682,0.188515,0.215659,0.150713,0.220896,0.172349,0.213498,0.245526,0.239307,0.20339,0.217535,0.214537,0.218717,0.147606,0.196482,0.233592,0.223546,0.197561,0.18396,0.160867,0.185366,0.131649,0.251257,0.154781,0.195471,0.183076,0.253966,0.158466,0.132445,0.158985
0.21477,0.209198,0.145973,0.188759,0.167986,0.1263,0.215514,0.177477,0.195226,0.205985,0.180582,0.209798,0.191305,0.251509,0.167984,0.193328,0.216888,0.19206,0.193726,0.170205,0.158764,0.140356,0.134281,0.126125,0.202611,0.207516,0.218958,0.158824,0.199776,0.17076,0.129477,0.172099
0.234721,0.201457,0.202811,0.178795,0.169039,0.188407,0.196287,0.165356,0.257738,0.165254,0.158598,0.151853,0.175025,0.146846,0.119815,0.143427,0.174719,0.222671,0.14462,0.153634,0.223427,0.172677,0.164702,0.170197,0.123585,0.22443,0.226154,0.168408,0.198817,0.154328,0.151812,0.156786
0.156746,0.168474,0.158764,0.131879,0.134386,0.209383,0.137846,0.136319,0.172496,0.153955,0.139618,0.191042,0.155066,0.156759,0.165582,0.145508,0.20574,0.185519,0.170106,0.187868,0.232222,0.203829,0.178887,0.192274,0.154433,0.167042,0.16317,0.192449,0.16113,0.153945,0.198341,0.166144
0.127849,0.14333,0.0983709,0.154596,0.140523,0.182049,0.168679,0.14655,0.161306,0.168453,0.153464,0.173274,0.145063,0.131741,0.152942,0.181776,0.160239,0.142696,0.171082,0.224546,0.162684,0.184509,0.132093,0.156908,0.192273,0.143152,0.117798,0.183336,0.168192,0.0948492,0.133948,0.144548
0.135606,0.111185,0.0847185,0.120479,0.174277,0.126467,0.16248,0.114124,0.0906808,0.191298,0.185953,0.0944116,0.172295,0.173209,0.14961,0.159581,0.169913,0.185873,0.201581,0.179946,0.131584,0.126113,0.20496,0.0448826,0.192569,0.129335,0.136387,0.126645,0.175623,0.137284,0.112037,0.128654
0.122402,0.153446,0.133861,0.103728,0.130956,0.120682,0.172132,0.139931,0.0938978,0.20266,0.149908,0.110917,0.168314,0.151306,0.1385,0.102295,0.140154,0.188264,0.175118,0.125447,0.180728,0.150909,0.128903,0.136057,0.153301,0.17228,0.213088,0.148527,0.140921,0.109531,0.127623,0.158265
0.174908,0.11084,0.159571,0.0937767,0.0815898,0.0855637,0.0974845,0.140617,0.141183,0.12664,0.0684141,0.137551,0.0985991,0.120816,0.139128,0.118635,0.186768,0.202125,0.0942184,0.119958,0.199072,0.15958,0.141765,0.1604,0.139209,0.186788,0.184933,0.119718,0.143121,0.172711,0.200563,0.182134
0.126842,0.12897,0.160927,0.105793,0.0858453,0.163804,0.117576,0.145157,0.201597,0.136862,0.0964335,0.149282,0.111936,0.134258,0.126855,0.172149,0.183414,0.167249,0.132354,0.126147,0.144293,0.183386,0.126957,0.161069,0.101919,0.158067,0.165321,0.135465,0.149772,0.137397,0.147517,0.142764
0.128471,0.146963,0.113422,0.13574,0.134022,0.157279,0.101831,0.110071,0.12426,0.156789,0.0971166,0.139494,0.122661,0.173383,0.147802,0.149587,0.120723,0.133427,0.165688,0.157391,0.144301,0.186377,0.164776,0.14515,0.162223,0.126552,0.173146,0.189821,0.162342,0.115736,0.111216,0.119719
0.0987586,0.134197,0.131783,0.154136,0.0523045,0.155729,0.152616,0.127296,0.0908625,0.162371,0.100191,0.118408,0.156998,0.116149,0.130661,0.170103,0.0990284,0.128383,0.143163,0.150873,0.169625,0.165691,0.199781,0.102146,0.167624,0.159346,0.155723,0.154716,0.157539,0.11121,0.0999493,0.10627
0.129803,0.149703,0.0771714,0.125249,0.145264,0.0971917,0.134928,0.131806,0.0890626,0.16526,0.150884,0.13603,0.157366,0.172156,0.13346,0.128828,0.154093,0.185962,0.151806,0.185796,0.166995,0.147666,0.152154,0.102931,0.102368,0.182365,0.198233,0.125233,0.176721,0.169121,0.169806,0.143639
0.148676,0.110674,0.0960569,0.133724,0.166787,0.115833,0.132059,0.108358,0.113292,0.146478,0.149407,0.105662,0.0909662,0.12865,0.132745,0.111429,0.170322,0.186861,0.113178,0.159239,0.181605,0.13143,0.125245,0.17025,0.154299,0.165082,0.195867,0.133722,0.161417,0.161978,0.22034,0.183594
0.113086,0.115733,0.137756,0.105245,0.100593,0.156803,0.114159,0.113612,0.147006,0.121722,0.115703,0.146679,0.12846,0.149692,0.0972791,0.0855995,0.182689,0.198872,0.146315,0.181487,0.131199,0.180265,0.130796,0.189886,0.125783,0.15267,0.140336,0.147113,0.132713,0.101191,0.155478,0.12109
0.15378,0.147237,0.124548,0.14478,0.0816757,0.174024,0.0962356,0.132689,0.143983,0.123059,0.100765,0.137752,0.163313,0.107918,0.100947,0.147426,0.173161,0.136355,0.215565,0.151363,0.130467,0.182482,0.158937,0.134551,0.196972,0.143259,0.171417,0.206871,0.186802,0.134456,0.157513,0.147496
0.168334,0.0987036,0.120873,0.137652,0.0750542,0.176239,0.0925679,0.127376,0.145733,0.101519,0.12842,0.0923005,0.113147,0.134328,0.103924,0.182963,0.156288,0.0997865,0.189533,0.104792,0.177836,0.185878,0.17206,0.109527,0.147133,0.180398,0.249593,0.157274,0.205445,0.179693,0.151501,0.152194
0.166611,0.138478,0.0913494,0.0953309,0.121289,0.101898,0.166738,0.158992,0.0861341,0.156805,0.13431,0.1047,0.13993,0.143227,0.114515,0.151624,0.140164,0.2193,0.156374,0.171528,0.199138,0.169619,0.173828,0.12189,0.104757,0.187444,0.224872,0.113596,0.196877,0.17815,0.227796,0.165706
0.160352,0.0859827,0.1392,0.139873,0.178033,0.121175,0.140607,0.128278,0.0757188,0.149972,0.200268,0.168349,0.157317,0.140218,0.154851,0.119217,0.155391,0.201581,0.129932,0.175947,0.169822,0.159634,0.172675,0.153177,0.114635,0.20453,0.168314,0.162239,0.12001,0.18151,0.184651,0.214274
0.113831,0.0956054,0.119167,0.0658853,0.16648,0.127827,0.126021,0.10088,0.160477,0.166355,0.089735,0.147544,0.170823,0.170566,0.134211,0.0802403,0.194875,0.159522,0.147631,0.203102,0.160848,0.182093,0.200614,0.134246,0.153922,0.151622,0.138729,0.193393,0.13203,0.117609,0.161443,0.163044
0.209531,0.136394,0.137956,0.138755,0.178075,0.138079,0.119593,0.134963,0.150109,0.126201,0.0853725,0.121123,0.158054,0.149877,0.1362,0.102306,0.196685,0.14333,0.22215,0.200313,0.151469,0.15853,0.169106,0.120259,0.216529,0.168629,0.230439,0.180778,0.136069,0.120665,0.111966,0.123394
0.144713,0.16144,0.150735,0.132577,0.148205,0.160669,0.158845,0.108467,0.182451,0.129951,0.133241,0.117377,0.148806,0.141676,0.111975,0.164941,0.182109,0.205954,0.176079,0.177947,0.149747,0.189188,0.183213,0.141546,0.194413,0.203226,0.190953,0.145824,0.200932,0.189906,0.150925,0.177056
0.121048,0.146541,0.131956,0.2082,0.140918,0.228577,0.141943,0.191182,0.155306,0.184324,0.187378,0.162523,0.116816,0.201642,0.103031,0.185783,0.129162,0.252207,0.126306,0.14121,0.282703,0.214878,0.191524,0.149833,0.128319,0.239818,0.236813,0.145559,0.239986,0.255307,0.202316,0.169472
0.195398,0.152531,0.130166,0.19474,0.138487,0.179918,0.250464,0.178738,0.0863753,0.159949,0.193601,0.183126,0.197455,0.199424,0.149562,0.176952,0.163023,0.25175,0.0992216,0.232187,0.230872,0.198832,0.157231,0.104978,0.134014,0.213883,0.18972,0.182995,0.200451,0.205595,0.214962,0.18238
0.107648,0.115335,0.11818,0.176486,0.208736,0.112797,0.209976,0.134619,0.0557762,0.219416,0.214436,0.193433,0.154193,0.138653,0.205083,0.0928708,0.182501,0.235753,0.203928,0.208084,0.253724,0.183187,0.212728,0.146584,0.187386,0.168785,0.151446,0.206525,0.189997,0.100505,0.141087,0.110792
0.196621,0.210196,0.202002,0.165314,0.249616,0.139165,0.188884,0.141178,0.16662,0.221954,0.188818,0.143591,0.126075,0.192655,0.122146,0.108775,0.207279,0.165597,0.250146,0.213876,0.254965,0.21268,0.202422,0.164807,0.215309,0.244629,0.19187,0.205309,0.180764,0.162262,0.20608,0.171164
0.175427,0.170454,0.163879,0.156704,0.142374,0.198474,0.138575,0.157114,0.205108,0.155461,0.133279,0.142635,0.19654,0.101281,0.167174,0.0948408,0.21894,0.161157,0.262036,0.22702,0.191501,0.173499,0.119973,0.186499,0.216126,0.269462,0.289989,0.147871,0.305377,0.188723,0.203158,0.175305
0.211335,0.160328,0.131592,0.167512,0.136888,0.221824,0.0673851,0.137634,0.217061,0.168505,0.150717,0.212713,0.145359,0.160529,0.152534,0.226784,0.176159,0.278854,0.0994411,0.162472,0.211121,0.172074,0.165232,0.16003,0.185696,0.226128,0.200456,0.170291,0.232735,0.254602,0.225042,0.23342
0.200038,0.131218,0.151544,0.189423,0.113175,0.224786,0.177738,0.187437,0.144635,0.214498,0.173202,0.15813,0.202148,0.175858,0.143492,0.268843,0.191197,0.252297,0.114029,0.227664,0.207589,0.159155,0.138807,0.181224,0.156042,0.197556,0.210804,0.188101,0.174199,0.181968,0.21693,0.178435
0.221998,0.13274,0.150766,0.142267,0.215061,0.210893,0.21997,0.147104,0.157164,0.249263,0.21074,0.238431,0.132545,0.243303,0.143956,0.224888,0.24742,0.21879,0.231971,0.242292,0.232708,0.189013,0.246161,0.155051,0.210117,0.194993,0.247624,0.214565,0.163223,0.137241,0.128965,0.129416
0.160843,0.154733,0.164536,0.169329,0.231244,0.13994,0.175404,0.143439,0.126102,0.218415,0.194183,0.187685,0.204894,0.239775,0.153877,0.137303,0.214488,0.173558,0.303065,0.218015,0.217629,0.200911,0.25248,0.127416,0.269494,0.262038,0.248629,0.222577,0.203545,0.206505,0.22273,0.20575
0.160461,0.206224,0.238854,0.198317,0.250869,0.129498,0.20769,0.183316,0.193978,0.251606,0.19342,0.123792,0.209282,0.229232,0.227242,0.10454,0.186023,0.246772,0.213314,0.136539,0.199701,0.178091,0.124314,0.162634,0.193025,0.247143,0.194932,0.173226,0.26495,0.256578,0.258945,0.246177
0.190607,0.225238,0.236577,0.128319,0.203814,0.182041,0.161425,0.164508,0.206671,0.21872,0.173042,0.176419,0.17916,0.178676,0.184468,0.118652,0.1795,0.290129,0.174128,0.184936,0.211079,0.198525,0.194231,0.137286,0.18728,0.261648,0.301822,0.184712,0.247824,0.275932,0.286798,0.222377
0.264441,0.166926,0.129586,0.186211,0.115549,0.209936,0.146427,0.184022,0.233685,0.180026,0.168541,0.228413,0.176153,0.237426,0.200523,0.202556,0.183621,0.274273,0.148617,0.27371,0.193256,0.223568,0.216145,0.180325,0.231678,0.202711,0.239197,0.20047,0.180604,0.200808,0.191762,0.166735
0.181957,0.18664,0.124563,0.194014,0.134558,0.213539,0.251795,0.215773,0.147485,0.208829,0.211188,0.246813,0.19075,0.17891,0.160246,0.237398,0.290092,0.196431,0.251238,0.246743,0.249819,0.235348,0.202216,0.206879,0.232228,0.206306,0.305852,0.203387,0.204569,0.136304,0.17192,0.158093
0.154226,0.174661,0.173901,0.161825,0.169362,0.177862,0.2837,0.193162,0.175767,0.231417,0.240287,0.20405,0.187646,0.277471,0.135365,0.148064,0.300981,0.193024,0.250371,0.224207,0.284846,0.237008,0.144317,0.19332,0.222644,0.228062,0.184836,0.198592,0.269124,0.162081,0.203552,0.224391
0.156524,0.15648,0.203249,0.16017,0.238972,0.201141,0.211981,0.147932,0.158191,0.25483,0.180556,0.19375,0.170335,0.220423,0.219654,0.139166,0.186571,0.2208,0.215653,0.19532,0.223286,0.214275,0.141633,0.197432,0.20093,0.242982,0.246241,0.170006,0.285382,0.26108,0.243052,0.1733
